"binomil","X","Y","scientificName"
"Calycopis clarina",-693552.181526246,-2687544.94051098,"Calycopis clarina"
"Calycopis demonassa",-693552.181526246,-2687544.94051098,"Calycopis demonassa"
"Calycopis isobeon",-693552.181526246,-2687544.94051098,"Calycopis isobeon"
"Calycopis origo",-693552.181526246,-2687544.94051098,"Calycopis origo"
"Apodemia hypoglauca",-693552.181526246,-2687544.94051098,"Apodemia hypoglauca"
"Brephidium exilis",-693552.181526246,-2687544.94051098,"Brephidium exilis"
"Brevianta busa",-693552.181526246,-2687544.94051098,"Brevianta busa"
"Aubergina hicetas",-693552.181526246,-2687544.94051098,"Aubergina hicetas"
"Baeotis zonata",-693552.181526246,-2687544.94051098,"Baeotis zonata"
"Battus laodamas",-693552.181526246,-2687544.94051098,"Battus laodamas"
"Battus philenor",-693552.181526246,-2687544.94051098,"Battus philenor"
"Battus polydamas",-693552.181526246,-2687544.94051098,"Battus polydamas"
"Behemothia godmanii",-693552.181526246,-2687544.94051098,"Behemothia godmanii"
"Biblis hyperia",-693552.181526246,-2687544.94051098,"Biblis hyperia"
"Bolla orsines",-693552.181526246,-2687544.94051098,"Bolla orsines"
"Bolla imbras",-693552.181526246,-2687544.94051098,"Bolla imbras"
"Calephelis nemesis",-693552.181526246,-2687544.94051098,"Calephelis nemesis"
"Calephelis perditalis",-693552.181526246,-2687544.94051098,"Calephelis perditalis"
"Calephelis rawsoni",-693552.181526246,-2687544.94051098,"Calephelis rawsoni"
"Chlosyne ehrenbergii",-693552.181526246,-2687544.94051098,"Chlosyne ehrenbergii"
"Bolla eusebius",-693552.181526246,-2687544.94051098,"Bolla eusebius"
"Bolla evippe",-693552.181526246,-2687544.94051098,"Bolla evippe"
"Chlosyne janais",-693552.181526246,-2687544.94051098,"Chlosyne janais"
"Bolla subapicatus",-693552.181526246,-2687544.94051098,"Bolla subapicatus"
"Callophrys xami",-693552.181526246,-2687544.94051098,"Callophrys xami"
"Caria ino",-693552.181526246,-2687544.94051098,"Caria ino"
"Catasticta teutila",-693552.181526246,-2687544.94051098,"Catasticta teutila"
"Carrhenes canescens",-693552.181526246,-2687544.94051098,"Carrhenes canescens"
"Carrhenes fuscescens",-693552.181526246,-2687544.94051098,"Carrhenes fuscescens"
"Carystoides abrahami",-693552.181526246,-2687544.94051098,"Carystoides abrahami"
"Diaethria anna",-693552.181526246,-2687544.94051098,"Diaethria anna"
"Diaethria astala",-693552.181526246,-2687544.94051098,"Diaethria astala"
"Carystus phorcus",-693552.181526246,-2687544.94051098,"Carystus phorcus"
"Castilia griseobasalis",-693552.181526246,-2687544.94051098,"Castilia griseobasalis"
"Castilia myia",-693552.181526246,-2687544.94051098,"Castilia myia"
"Catasticta flisa",-693552.181526246,-2687544.94051098,"Catasticta flisa"
"Celaenorrhinus stola",-693552.181526246,-2687544.94051098,"Celaenorrhinus stola"
"Celmia celmus",-693552.181526246,-2687544.94051098,"Celmia celmus"
"Chlorostrymon simaethis",-693552.181526246,-2687544.94051098,"Chlorostrymon simaethis"
"Chlorostrymon telea",-693552.181526246,-2687544.94051098,"Chlorostrymon telea"
"Chlosyne hippodrome",-693552.181526246,-2687544.94051098,"Chlosyne hippodrome"
"Chlosyne janais",-693552.181526246,-2687544.94051098,"Chlosyne janais"
"Chlosyne theona",-693552.181526246,-2687544.94051098,"Chlosyne theona"
"Cyllopsis hilaria",-693552.181526246,-2687544.94051098,"Cyllopsis hilaria"
"Cissia similis",-693552.181526246,-2687544.94051098,"Cissia similis"
"Cissia themis",-693552.181526246,-2687544.94051098,"Cissia themis"
"Cyllopsis perplexa",-693552.181526246,-2687544.94051098,"Cyllopsis perplexa"
"Cyllopsis windi",-693552.181526246,-2687544.94051098,"Cyllopsis windi"
"Cyanophrys fusius",-693552.181526246,-2687544.94051098,"Cyanophrys fusius"
"Cyanophrys longula",-693552.181526246,-2687544.94051098,"Cyanophrys longula"
"Cyanophrys miserabilis",-693552.181526246,-2687544.94051098,"Cyanophrys miserabilis"
"Cycloglypha thrasibulus",-693552.181526246,-2687544.94051098,"Cycloglypha thrasibulus"
"Panoquina hecebolus",-693552.181526246,-2687544.94051098,"Panoquina hecebolus"
"Panoquina ocola",-693552.181526246,-2687544.94051098,"Panoquina ocola"
"Dione juno",-693552.181526246,-2687544.94051098,"Dione juno"
"Dione moneta",-693552.181526246,-2687544.94051098,"Dione moneta"
"Emesis poeas",-693552.181526246,-2687544.94051098,"Emesis poeas"
"Eunica tatila",-693552.181526246,-2687544.94051098,"Eunica tatila"
"Diaethria pandama",-693552.181526246,-2687544.94051098,"Diaethria pandama"
"Dalla faula",-693552.181526246,-2687544.94051098,"Dalla faula"
"Dalla bubobon",-693552.181526246,-2687544.94051098,"Dalla bubobon"
"Emesis emesia",-693552.181526246,-2687544.94051098,"Emesis emesia"
"Electrostrymon hugon",-693552.181526246,-2687544.94051098,"Electrostrymon hugon"
"Danaus eresimus",-693552.181526246,-2687544.94051098,"Danaus eresimus"
"Danaus gilippus",-693552.181526246,-2687544.94051098,"Danaus gilippus"
"Danaus plexippus",-693552.181526246,-2687544.94051098,"Danaus plexippus"
"Dardarina dardaris",-693552.181526246,-2687544.94051098,"Dardarina dardaris"
"Decinea lucifer",-693552.181526246,-2687544.94051098,"Decinea lucifer"
"Dicya carnica",-693552.181526246,-2687544.94051098,"Dicya carnica"
"Dicya lucagus",-693552.181526246,-2687544.94051098,"Dicya lucagus"
"Dryadula phaetusa",-693552.181526246,-2687544.94051098,"Dryadula phaetusa"
"Dryas iulia",-693552.181526246,-2687544.94051098,"Dryas iulia"
"Emesis tegula",-693552.181526246,-2687544.94051098,"Emesis tegula"
"Elbella scylla",-693552.181526246,-2687544.94051098,"Elbella scylla"
"Electrostrymon joya",-693552.181526246,-2687544.94051098,"Electrostrymon joya"
"Rubroserrata mathewi",-693552.181526246,-2687544.94051098,"Rubroserrata mathewi"
"Aethilla lavochrea",-693552.181526246,-2687544.94051098,"Aethilla lavochrea"
"Agathymus escalantei",-693552.181526246,-2687544.94051098,"Agathymus escalantei"
"Archaeoprepona demophoon",-693552.181526246,-2687544.94051098,"Archaeoprepona demophoon"
"Bolla clytius",-693552.181526246,-2687544.94051098,"Bolla clytius"
"Bolla cupreiceps",-693552.181526246,-2687544.94051098,"Bolla cupreiceps"
"Euphyes canda",-693552.181526246,-2687544.94051098,"Euphyes canda"
"Panoquina lucas",-693552.181526246,-2687544.94051098,"Panoquina lucas"
"Emesis ares",-693552.181526246,-2687544.94051098,"Emesis ares"
"Grais stigmaticus",-693552.181526246,-2687544.94051098,"Grais stigmaticus"
"Erora quaderna",-693552.181526246,-2687544.94051098,"Erora quaderna"
"Erora subflorens",-693552.181526246,-2687544.94051098,"Erora subflorens"
"Agathymus rethon",-693552.181526246,-2687544.94051098,"Agathymus rethon"
"Agraulis vanillae",-693552.181526246,-2687544.94051098,"Agraulis vanillae"
"Euselasia eubule",-693552.181526246,-2687544.94051098,"Euselasia eubule"
"Epargyreus windi",-693552.181526246,-2687544.94051098,"Epargyreus windi"
"Euselasia aurantiaca",-693552.181526246,-2687544.94051098,"Euselasia aurantiaca"
"Epargyreus aspina",-693552.181526246,-2687544.94051098,"Epargyreus aspina"
"Euptychia fetna",-693552.181526246,-2687544.94051098,"Euptychia fetna"
"Eurema albula",-693552.181526246,-2687544.94051098,"Eurema albula"
"Eurema boisduvaliana",-693552.181526246,-2687544.94051098,"Eurema boisduvaliana"
"Eurema daira",-693552.181526246,-2687544.94051098,"Eurema daira"
"Pyrisitia dina",-693552.181526246,-2687544.94051098,"Pyrisitia dina"
"Euptoieta hegesia",-693552.181526246,-2687544.94051098,"Euptoieta hegesia"
"Panthiades bathildis",-693552.181526246,-2687544.94051098,"Panthiades bathildis"
"Panthiades bitias",-693552.181526246,-2687544.94051098,"Panthiades bitias"
"Erynnis funeralis",-693552.181526246,-2687544.94051098,"Erynnis funeralis"
"Aguna asander",-693552.181526246,-2687544.94051098,"Aguna asander"
"Aguna metophis",-693552.181526246,-2687544.94051098,"Aguna metophis"
"Allosmaitia strophius",-693552.181526246,-2687544.94051098,"Allosmaitia strophius"
"Greta annette",-693552.181526246,-2687544.94051098,"Greta annette"
"Greta morgane",-693552.181526246,-2687544.94051098,"Greta morgane"
"Halotus jonaveriorum",-693552.181526246,-2687544.94051098,"Halotus jonaveriorum"
"Gorgythion begga",-693552.181526246,-2687544.94051098,"Gorgythion begga"
"Halotus rica",-693552.181526246,-2687544.94051098,"Halotus rica"
"Hamadryas amphinome",-693552.181526246,-2687544.94051098,"Hamadryas amphinome"
"Hamadryas atlantis",-693552.181526246,-2687544.94051098,"Hamadryas atlantis"
"Hamadryas februa",-693552.181526246,-2687544.94051098,"Hamadryas februa"
"Hamadryas feronia",-693552.181526246,-2687544.94051098,"Hamadryas feronia"
"Hamadryas glauconome",-693552.181526246,-2687544.94051098,"Hamadryas glauconome"
"Hamadryas guatemalena",-693552.181526246,-2687544.94051098,"Hamadryas guatemalena"
"Heliconius charithonia",-693552.181526246,-2687544.94051098,"Heliconius charithonia"
"Evenus regalis",-693552.181526246,-2687544.94051098,"Evenus regalis"
"Heliopetes alana",-693552.181526246,-2687544.94051098,"Heliopetes alana"
"Heliopetes arsalte",-693552.181526246,-2687544.94051098,"Heliopetes arsalte"
"Heliopyrgus domicella",-693552.181526246,-2687544.94051098,"Heliopyrgus domicella"
"Heliopetes laviana",-693552.181526246,-2687544.94051098,"Heliopetes laviana"
"Heliopetes macaira",-693552.181526246,-2687544.94051098,"Heliopetes macaira"
"Hypna clytemnestra",-693552.181526246,-2687544.94051098,"Hypna clytemnestra"
"Hypophylla zeurippa",-693552.181526246,-2687544.94051098,"Hypophylla zeurippa"
"Panthiades ochus",-693552.181526246,-2687544.94051098,"Panthiades ochus"
"Hemiargus hanno",-693552.181526246,-2687544.94051098,"Hemiargus hanno"
"Kolana ligurina",-693552.181526246,-2687544.94051098,"Kolana ligurina"
"Lasaia agesilas",-693552.181526246,-2687544.94051098,"Lasaia agesilas"
"Manataria hercyna",-693552.181526246,-2687544.94051098,"Manataria hercyna"
"Marpesia chiron",-693552.181526246,-2687544.94051098,"Marpesia chiron"
"Marpesia zerynthia",-693552.181526246,-2687544.94051098,"Marpesia zerynthia"
"Marpesia petreus",-693552.181526246,-2687544.94051098,"Marpesia petreus"
"Mechanitis lysimnia",-693552.181526246,-2687544.94051098,"Mechanitis lysimnia"
"Mechanitis polymnia",-693552.181526246,-2687544.94051098,"Mechanitis polymnia"
"Lycorea halia",-693552.181526246,-2687544.94051098,"Lycorea halia"
"Lycorea ilione",-693552.181526246,-2687544.94051098,"Lycorea ilione"
"Microtia elva",-693552.181526246,-2687544.94051098,"Microtia elva"
"Nathalis iole",-693552.181526246,-2687544.94051098,"Nathalis iole"
"Lasaia maria",-693552.181526246,-2687544.94051098,"Lasaia maria"
"Lasaia sessilis",-693552.181526246,-2687544.94051098,"Lasaia sessilis"
"Lasaia sula",-693552.181526246,-2687544.94051098,"Lasaia sula"
"Leptophobia aripa",-693552.181526246,-2687544.94051098,"Leptophobia aripa"
"Leptotes cassius",-693552.181526246,-2687544.94051098,"Leptotes cassius"
"Leptotes marina",-693552.181526246,-2687544.94051098,"Leptotes marina"
"Lerema accius",-693552.181526246,-2687544.94051098,"Lerema accius"
"Lerema liris",-693552.181526246,-2687544.94051098,"Lerema liris"
"Lerodea arabus",-693552.181526246,-2687544.94051098,"Lerodea arabus"
"Lerodea arabus",-693552.181526246,-2687544.94051098,"Lerodea arabus"
"Lerodea eufala",-693552.181526246,-2687544.94051098,"Lerodea eufala"
"Neoxeniades scipio",-693552.181526246,-2687544.94051098,"Neoxeniades scipio"
"Heraclides anchisiades",-693552.181526246,-2687544.94051098,"Heraclides anchisiades"
"Nisoniades ephora",-693552.181526246,-2687544.94051098,"Nisoniades ephora"
"Ochlodes samenta",-693552.181526246,-2687544.94051098,"Ochlodes samenta"
"Michaelus hecate",-693552.181526246,-2687544.94051098,"Michaelus hecate"
"Michaelus ira",-693552.181526246,-2687544.94051098,"Michaelus ira"
"Michaelus jebus",-693552.181526246,-2687544.94051098,"Michaelus jebus"
"Pterourus garamas",-693552.181526246,-2687544.94051098,"Pterourus garamas"
"Pterourus garamas",-693552.181526246,-2687544.94051098,"Pterourus garamas"
"Pterourus multicaudata",-693552.181526246,-2687544.94051098,"Pterourus multicaudata"
"Heraclides rogeri",-693552.181526246,-2687544.94051098,"Heraclides rogeri"
"Anastrus tolimus",-693552.181526246,-2687544.94051098,"Anastrus tolimus"
"Phanus rilma",-693552.181526246,-2687544.94051098,"Phanus rilma"
"Nica flavilla",-693552.181526246,-2687544.94051098,"Nica flavilla"
"Papilio polyxenes",-693552.181526246,-2687544.94051098,"Papilio polyxenes"
"Heraclides thoas",-693552.181526246,-2687544.94051098,"Heraclides thoas"
"Heraclides torquatus",-693552.181526246,-2687544.94051098,"Heraclides torquatus"
"Pterourus menatius",-693552.181526246,-2687544.94051098,"Pterourus menatius"
"Phanes aletes",-693552.181526246,-2687544.94051098,"Phanes aletes"
"Phanus albiapicalis",-693552.181526246,-2687544.94051098,"Phanus albiapicalis"
"Sostrata bifasciata",-693552.181526246,-2687544.94051098,"Sostrata bifasciata"
"Spathilepia clonius",-693552.181526246,-2687544.94051098,"Spathilepia clonius"
"Strymon bazochii",-693552.181526246,-2687544.94051098,"Strymon bazochii"
"Amblyscirtes brocki",-693552.181526246,-2687544.94051098,"Amblyscirtes brocki"
"Siderone galanthis",-693552.181526246,-2687544.94051098,"Siderone galanthis"
"Urbanus evona",-693552.181526246,-2687544.94051098,"Urbanus evona"
"Strymon bebrycia",-693552.181526246,-2687544.94051098,"Strymon bebrycia"
"Pareuptychia ocirrhoe",-693552.181526246,-2687544.94051098,"Pareuptychia ocirrhoe"
"Parides erithalion",-693552.181526246,-2687544.94051098,"Parides erithalion"
"Parides montezuma",-693552.181526246,-2687544.94051098,"Parides montezuma"
"Parides photinus",-693552.181526246,-2687544.94051098,"Parides photinus"
"Parrhasius moctezuma",-693552.181526246,-2687544.94051098,"Parrhasius moctezuma"
"Parrhasius orgia",-693552.181526246,-2687544.94051098,"Parrhasius orgia"
"Anastrus neaeris",-693552.181526246,-2687544.94051098,"Anastrus neaeris"
"Anastrus sempiternus",-693552.181526246,-2687544.94051098,"Anastrus sempiternus"
"Pellicia arina",-693552.181526246,-2687544.94051098,"Pellicia arina"
"Pellicia dimidiata",-693552.181526246,-2687544.94051098,"Pellicia dimidiata"
"Pereute charops",-693552.181526246,-2687544.94051098,"Pereute charops"
"Perichares lotus",-693552.181526246,-2687544.94051098,"Perichares lotus"
"Perichares philetes",-693552.181526246,-2687544.94051098,"Perichares philetes"
"Phocides belus",-693552.181526246,-2687544.94051098,"Phocides belus"
"Phocides pigmalion",-693552.181526246,-2687544.94051098,"Phocides pigmalion"
"Phocides polybius",-693552.181526246,-2687544.94051098,"Phocides polybius"
"Piruna brunnea",-693552.181526246,-2687544.94051098,"Piruna brunnea"
"Urbanus teleus",-693552.181526246,-2687544.94051098,"Urbanus teleus"
"Strymon melinus",-693552.181526246,-2687544.94051098,"Strymon melinus"
"Strymon serapio",-693552.181526246,-2687544.94051098,"Strymon serapio"
"Strymon yojoa",-693552.181526246,-2687544.94051098,"Strymon yojoa"
"Strymon ziba",-693552.181526246,-2687544.94051098,"Strymon ziba"
"Strymon rufofusca",-693552.181526246,-2687544.94051098,"Strymon rufofusca"
"Polites puxillius",-693552.181526246,-2687544.94051098,"Polites puxillius"
"Taygetina kerea",-693552.181526246,-2687544.94051098,"Taygetina kerea"
"Taygetis mermeria",-693552.181526246,-2687544.94051098,"Taygetis mermeria"
"Strymon albata",-693552.181526246,-2687544.94051098,"Strymon albata"
"Strymon alea",-693552.181526246,-2687544.94051098,"Strymon alea"
"Poanes inimica",-693552.181526246,-2687544.94051098,"Poanes inimica"
"Polythrix octomaculata",-693552.181526246,-2687544.94051098,"Polythrix octomaculata"
"Pompeius dares",-693552.181526246,-2687544.94051098,"Pompeius dares"
"Pompeius pompeius",-693552.181526246,-2687544.94051098,"Pompeius pompeius"
"Pontia protodice",-693552.181526246,-2687544.94051098,"Pontia protodice"
"Pseudolycaena damo",-693552.181526246,-2687544.94051098,"Pseudolycaena damo"
"Urbanus procne",-693552.181526246,-2687544.94051098,"Urbanus procne"
"Polygonus savigny",-693552.181526246,-2687544.94051098,"Polygonus savigny"
"Quasimellana eulogius",-693552.181526246,-2687544.94051098,"Quasimellana eulogius"
"Quadrus lugubris",-693552.181526246,-2687544.94051098,"Quadrus lugubris"
"Quasimellana aurora",-693552.181526246,-2687544.94051098,"Quasimellana aurora"
"Taygetis uncinata",-693552.181526246,-2687544.94051098,"Taygetis uncinata"
"Polites subreticulata",-693552.181526246,-2687544.94051098,"Polites subreticulata"
"Polites vibex",-693552.181526246,-2687544.94051098,"Polites vibex"
"Polyctor cleta",-693552.181526246,-2687544.94051098,"Polyctor cleta"
"Rekoa zebina",-693552.181526246,-2687544.94051098,"Rekoa zebina"
"Remella remus",-693552.181526246,-2687544.94051098,"Remella remus"
"Remella rita",-693552.181526246,-2687544.94051098,"Remella rita"
"Staphylus vincula",-693552.181526246,-2687544.94051098,"Staphylus vincula"
"Staphylus vulgata",-693552.181526246,-2687544.94051098,"Staphylus vulgata"
"Thoon modius",-693552.181526246,-2687544.94051098,"Thoon modius"
"Thorybes mexicana",-693552.181526246,-2687544.94051098,"Thorybes mexicana"
"Thracides phidon",-693552.181526246,-2687544.94051098,"Thracides phidon"
"Quadrus cerialis",-693552.181526246,-2687544.94051098,"Quadrus cerialis"
"Saliana esperi",-693552.181526246,-2687544.94051098,"Saliana esperi"
"Saliana fusta",-693552.181526246,-2687544.94051098,"Saliana fusta"
"Saliana longirostris",-693552.181526246,-2687544.94051098,"Saliana longirostris"
"Quasimellana mexicana",-693552.181526246,-2687544.94051098,"Quasimellana mexicana"
"Memphis pithyusa",-693552.181526246,-2687544.94051098,"Memphis pithyusa"
"Amblyscirtes florus",-693552.181526246,-2687544.94051098,"Amblyscirtes florus"
"Rhetus arcius",-693552.181526246,-2687544.94051098,"Rhetus arcius"
"Rhinthon osca",-693552.181526246,-2687544.94051098,"Rhinthon osca"
"Staphylus tierra",-693552.181526246,-2687544.94051098,"Staphylus tierra"
"Taygetina weymeri",-693552.181526246,-2687544.94051098,"Taygetina weymeri"
"Telemiades choricus",-693552.181526246,-2687544.94051098,"Telemiades choricus"
"Fountainea nobilis",-693552.181526246,-2687544.94051098,"Fountainea nobilis"
"Anteos maerula",-693552.181526246,-2687544.94051098,"Anteos maerula"
"Staphylus azteca",-693552.181526246,-2687544.94051098,"Staphylus azteca"
"Taygetis virgilia",-693552.181526246,-2687544.94051098,"Taygetis virgilia"
"Tegosa guatemalena",-693552.181526246,-2687544.94051098,"Tegosa guatemalena"
"Telemiades amphion",-693552.181526246,-2687544.94051098,"Telemiades amphion"
"Vehilius stictomenes",-693552.181526246,-2687544.94051098,"Vehilius stictomenes"
"Vidius perigenes",-693552.181526246,-2687544.94051098,"Vidius perigenes"
"Thespieus macareus",-693552.181526246,-2687544.94051098,"Thespieus macareus"
"Thisbe lycorias",-693552.181526246,-2687544.94051098,"Thisbe lycorias"
"Adelpha pithys",-693552.181526246,-2687544.94051098,"Adelpha pithys"
"Vettius fantasos",-693552.181526246,-2687544.94051098,"Vettius fantasos"
"Decinea mustea",-693552.181526246,-2687544.94051098,"Decinea mustea"
"Catonephele cortesi",-693552.181526246,-2687544.94051098,"Catonephele cortesi"
"Cissia cleophes",-693552.181526246,-2687544.94051098,"Cissia cleophes"
"Codatractus cyledis",-693552.181526246,-2687544.94051098,"Codatractus cyledis"
"Bolla litus",-693552.181526246,-2687544.94051098,"Bolla litus"
"Cyllopsis nayarit",-693552.181526246,-2687544.94051098,"Cyllopsis nayarit"
"Diaethria bacchis",-693552.181526246,-2687544.94051098,"Diaethria bacchis"
"Cogia aventinus",-693552.181526246,-2687544.94051098,"Cogia aventinus"
"Caria stillaticia",-693552.181526246,-2687544.94051098,"Caria stillaticia"
"Cyllopsis diazi",-693552.181526246,-2687544.94051098,"Cyllopsis diazi"
"Cyllopsis parvimaculata",-693552.181526246,-2687544.94051098,"Cyllopsis parvimaculata"
"Anteros carausius",-693552.181526246,-2687544.94051098,"Anteros carausius"
"Hypostrymon critola",-693552.181526246,-2687544.94051098,"Hypostrymon critola"
"Ipidecla miadora",-693552.181526246,-2687544.94051098,"Ipidecla miadora"
"Astraptes egregius",-693552.181526246,-2687544.94051098,"Astraptes egregius"
"Astraptes megalurus",-693552.181526246,-2687544.94051098,"Astraptes megalurus"
"Laothus erybathis",-693552.181526246,-2687544.94051098,"Laothus erybathis"
"Anthoptus insignis",-693552.181526246,-2687544.94051098,"Anthoptus insignis"
"Paratrytone raspa",-693552.181526246,-2687544.94051098,"Paratrytone raspa"
"Paratrytone omiltemensis",-693552.181526246,-2687544.94051098,"Paratrytone omiltemensis"
"Calpodes ethlius",-693552.181526246,-2687544.94051098,"Calpodes ethlius"
"Battus eracon",-693552.181526246,-2687544.94051098,"Battus eracon"
"Calephelis azteca",-693552.181526246,-2687544.94051098,"Calephelis azteca"
"Piruna gyrans",-693552.181526246,-2687544.94051098,"Piruna gyrans"
"Brangas neora",-693552.181526246,-2687544.94051098,"Brangas neora"
"Piruna purepecha",-693552.181526246,-2687544.94051098,"Piruna purepecha"
"Fountainea glycerium",-693552.181526246,-2687544.94051098,"Fountainea glycerium"
"Fountainea halice",-693552.181526246,-2687544.94051098,"Fountainea halice"
"Piruna penaea",-693552.181526246,-2687544.94051098,"Piruna penaea"
"Quasimellana agnesae",-693552.181526246,-2687544.94051098,"Quasimellana agnesae"
"Antigonus erosus",-693552.181526246,-2687544.94051098,"Antigonus erosus"
"Polites pupillus",-693552.181526246,-2687544.94051098,"Polites pupillus"
"Antigonus nearchus",-693552.181526246,-2687544.94051098,"Antigonus nearchus"
"Calephelis fulmen",-693552.181526246,-2687544.94051098,"Calephelis fulmen"
"Stallingsia smithi",-693552.181526246,-2687544.94051098,"Stallingsia smithi"
"Enantia mazai",-693552.181526246,-2687544.94051098,"Enantia mazai"
"Calephelis laverna",-693552.181526246,-2687544.94051098,"Calephelis laverna"
"Calephelis matheri",-693552.181526246,-2687544.94051098,"Calephelis matheri"
"Urbanus doryssus",-693552.181526246,-2687544.94051098,"Urbanus doryssus"
"Zestusa elwesi",-693552.181526246,-2687544.94051098,"Zestusa elwesi"
"Apodemia walkeri",-693552.181526246,-2687544.94051098,"Apodemia walkeri"
"Anatrytone mazai",-693552.181526246,-2687544.94051098,"Anatrytone mazai"
"Ancyloxypha arene",-693552.181526246,-2687544.94051098,"Ancyloxypha arene"
"Anetia thirza",-693552.181526246,-2687544.94051098,"Anetia thirza"
"Anteos clorinde",-693552.181526246,-2687544.94051098,"Anteos clorinde"
"Amblyscirtes patriciae",-693552.181526246,-2687544.94051098,"Amblyscirtes patriciae"
"Amblyscirtes tolteca",-693552.181526246,-2687544.94051098,"Amblyscirtes tolteca"
"Anaea aidea",-693552.181526246,-2687544.94051098,"Anaea aidea"
"Fountainea eurypyle",-693552.181526246,-2687544.94051098,"Fountainea eurypyle"
"Memphis forreri",-693552.181526246,-2687544.94051098,"Memphis forreri"
"Cymaenes odilia",-693552.181526246,-2687544.94051098,"Cymaenes odilia"
"Celaenorrhinus fritzgaertneri",-693552.181526246,-2687544.94051098,"Celaenorrhinus fritzgaertneri"
"Atalopedes campestris",-693552.181526246,-2687544.94051098,"Atalopedes campestris"
"Atarnes sallei",-693552.181526246,-2687544.94051098,"Atarnes sallei"
"Atlides carpasia",-693552.181526246,-2687544.94051098,"Atlides carpasia"
"Adelpha leucerioides",-693552.181526246,-2687544.94051098,"Adelpha leucerioides"
"Emesis tenedia",-693552.181526246,-2687544.94051098,"Emesis tenedia"
"Emesis vimena",-693552.181526246,-2687544.94051098,"Emesis vimena"
"Emesis vulpina",-693552.181526246,-2687544.94051098,"Emesis vulpina"
"Arcas cypria",-693552.181526246,-2687544.94051098,"Arcas cypria"
"Apodemia multiplaga",-693552.181526246,-2687544.94051098,"Apodemia multiplaga"
"Arteurotia tractipennis",-693552.181526246,-2687544.94051098,"Arteurotia tractipennis"
"Ascia monuste",-693552.181526246,-2687544.94051098,"Ascia monuste"
"Asterocampa idyja",-693552.181526246,-2687544.94051098,"Asterocampa idyja"
"Astraptes alardus",-693552.181526246,-2687544.94051098,"Astraptes alardus"
"Astraptes anaphus",-693552.181526246,-2687544.94051098,"Astraptes anaphus"
"Atlides gaumeri",-693552.181526246,-2687544.94051098,"Atlides gaumeri"
