"binomil","X","Y","scientificName"
"Myscelus amystis",506447.818473754,-2687544.94051098,"Myscelus amystis"
"Myscelus assaricus",506447.818473754,-2687544.94051098,"Myscelus assaricus"
"Myscelus belti",506447.818473754,-2687544.94051098,"Myscelus belti"
"Myscelus perissodora",506447.818473754,-2687544.94051098,"Myscelus perissodora"
"Mysoria affinis",506447.818473754,-2687544.94051098,"Mysoria affinis"
"Mysoria amra",506447.818473754,-2687544.94051098,"Mysoria amra"
"Mysoria barcastus",506447.818473754,-2687544.94051098,"Mysoria barcastus"
"Heraclides cresphontes",506447.818473754,-2687544.94051098,"Heraclides cresphontes"
"Naevolus orius",506447.818473754,-2687544.94051098,"Naevolus orius"
"Napeogenes tolosa",506447.818473754,-2687544.94051098,"Napeogenes tolosa"
"Narcosius samson",506447.818473754,-2687544.94051098,"Narcosius samson"
"Narcosius colossus",506447.818473754,-2687544.94051098,"Narcosius colossus"
"Narcosius nazaraeus",506447.818473754,-2687544.94051098,"Narcosius nazaraeus"
"Narcosius parisi",506447.818473754,-2687544.94051098,"Narcosius parisi"
"Narope testacea",506447.818473754,-2687544.94051098,"Narope testacea"
"Nascus broteas",506447.818473754,-2687544.94051098,"Nascus broteas"
"Pseudonascus paulliniae",506447.818473754,-2687544.94051098,"Pseudonascus paulliniae"
"Nesiostrymon calchinia",506447.818473754,-2687544.94051098,"Nesiostrymon calchinia"
"Nesiostrymon celona",506447.818473754,-2687544.94051098,"Nesiostrymon celona"
"Nesiostrymon dodava",506447.818473754,-2687544.94051098,"Nesiostrymon dodava"
"Nessaea aglaura",506447.818473754,-2687544.94051098,"Nessaea aglaura"
"Nisoniades godma",506447.818473754,-2687544.94051098,"Nisoniades godma"
"Nisoniades laurentina",506447.818473754,-2687544.94051098,"Nisoniades laurentina"
"Nisoniades rubescens",506447.818473754,-2687544.94051098,"Nisoniades rubescens"
"Noctuana lactifera",506447.818473754,-2687544.94051098,"Noctuana lactifera"
"Noctuana stator",506447.818473754,-2687544.94051098,"Noctuana stator"
"Notheme erota",506447.818473754,-2687544.94051098,"Notheme erota"
"Nyctelius nyctelius",506447.818473754,-2687544.94051098,"Nyctelius nyctelius"
"Nymphalis antiopa",506447.818473754,-2687544.94051098,"Nymphalis antiopa"
"Nymphidium onaeum",506447.818473754,-2687544.94051098,"Nymphidium onaeum"
"Phemiades milvius",506447.818473754,-2687544.94051098,"Phemiades milvius"
"Panoquina evadnes",506447.818473754,-2687544.94051098,"Panoquina evadnes"
"Panoquina fusina",506447.818473754,-2687544.94051098,"Panoquina fusina"
"Orthos lycortas",506447.818473754,-2687544.94051098,"Orthos lycortas"
"Ostrinotes halciones",506447.818473754,-2687544.94051098,"Ostrinotes halciones"
"Ostrinotes keila",506447.818473754,-2687544.94051098,"Ostrinotes keila"
"Ouleus bubaris",506447.818473754,-2687544.94051098,"Ouleus bubaris"
"Heraclides erostratus",506447.818473754,-2687544.94051098,"Heraclides erostratus"
"Heraclides ornythion",506447.818473754,-2687544.94051098,"Heraclides ornythion"
"Polythrix asine",506447.818473754,-2687544.94051098,"Polythrix asine"
"Ocaria clenchi",506447.818473754,-2687544.94051098,"Ocaria clenchi"
"Ocyba calathana",506447.818473754,-2687544.94051098,"Ocyba calathana"
"Oenomaus atesa",506447.818473754,-2687544.94051098,"Oenomaus atesa"
"Oenomaus ortygnus",506447.818473754,-2687544.94051098,"Oenomaus ortygnus"
"Oleria paula",506447.818473754,-2687544.94051098,"Oleria paula"
"Oleria zea",506447.818473754,-2687544.94051098,"Oleria zea"
"Olyras theon",506447.818473754,-2687544.94051098,"Olyras theon"
"Onenses hyalophora",506447.818473754,-2687544.94051098,"Onenses hyalophora"
"Onespa nubis",506447.818473754,-2687544.94051098,"Onespa nubis"
"Onophas columbaria",506447.818473754,-2687544.94051098,"Onophas columbaria"
"Opsiphanes boisduvallii",506447.818473754,-2687544.94051098,"Opsiphanes boisduvallii"
"Opsiphanes cassiae",506447.818473754,-2687544.94051098,"Opsiphanes cassiae"
"Opsiphanes cassina",506447.818473754,-2687544.94051098,"Opsiphanes cassina"
"Opsiphanes invirae",506447.818473754,-2687544.94051098,"Opsiphanes invirae"
"Opsiphanes quiteria",506447.818473754,-2687544.94051098,"Opsiphanes quiteria"
"Opsiphanes tamarindi",506447.818473754,-2687544.94051098,"Opsiphanes tamarindi"
"Orses cynisca",506447.818473754,-2687544.94051098,"Orses cynisca"
"Orthos gabina",506447.818473754,-2687544.94051098,"Orthos gabina"
"Cynea megalops",506447.818473754,-2687544.94051098,"Cynea megalops"
"Pieris rapae",506447.818473754,-2687544.94051098,"Pieris rapae"
"Pindis squamistriga",506447.818473754,-2687544.94051098,"Pindis squamistriga"
"Pirascca tyriotes",506447.818473754,-2687544.94051098,"Pirascca tyriotes"
"Jonaspyge jonas",506447.818473754,-2687544.94051098,"Jonaspyge jonas"
"Pyrrhopyge phidias",506447.818473754,-2687544.94051098,"Pyrrhopyge phidias"
"Siderus philinna",506447.818473754,-2687544.94051098,"Siderus philinna"
"Strephonota tephraeus",506447.818473754,-2687544.94051098,"Strephonota tephraeus"
"Siproeta epaphus",506447.818473754,-2687544.94051098,"Siproeta epaphus"
"Siproeta stelenes",506447.818473754,-2687544.94051098,"Siproeta stelenes"
"Strymon gabatha",506447.818473754,-2687544.94051098,"Strymon gabatha"
"Strymon istapa",506447.818473754,-2687544.94051098,"Strymon istapa"
"Phocides urania",506447.818473754,-2687544.94051098,"Phocides urania"
"Phoebis agarithe",506447.818473754,-2687544.94051098,"Phoebis agarithe"
"Phoebis argante",506447.818473754,-2687544.94051098,"Phoebis argante"
"Aphrissa boisduvalii",506447.818473754,-2687544.94051098,"Aphrissa boisduvalii"
"Phoebis neocypris",506447.818473754,-2687544.94051098,"Phoebis neocypris"
"Phoebis philea",506447.818473754,-2687544.94051098,"Phoebis philea"
"Phoebis sennae",506447.818473754,-2687544.94051098,"Phoebis sennae"
"Aphrissa statira",506447.818473754,-2687544.94051098,"Aphrissa statira"
"Rhabdodryas trite",506447.818473754,-2687544.94051098,"Rhabdodryas trite"
"Anthanassa ardys",506447.818473754,-2687544.94051098,"Anthanassa ardys"
"Anthanassa argentea",506447.818473754,-2687544.94051098,"Anthanassa argentea"
"Anthanassa atronia",506447.818473754,-2687544.94051098,"Anthanassa atronia"
"Anthanassa dracaena",506447.818473754,-2687544.94051098,"Anthanassa dracaena"
"Anthanassa drusilla",506447.818473754,-2687544.94051098,"Anthanassa drusilla"
"Anthanassa drymaea",506447.818473754,-2687544.94051098,"Anthanassa drymaea"
"Phyciodes mylitta",506447.818473754,-2687544.94051098,"Phyciodes mylitta"
"Anthanassa nebulosa",506447.818473754,-2687544.94051098,"Anthanassa nebulosa"
"Anthanassa otanes",506447.818473754,-2687544.94051098,"Anthanassa otanes"
"Phyciodes pallescens",506447.818473754,-2687544.94051098,"Phyciodes pallescens"
"Phyciodes phaon",506447.818473754,-2687544.94051098,"Phyciodes phaon"
"Anthanassa ptolyca",506447.818473754,-2687544.94051098,"Anthanassa ptolyca"
"Anthanassa sitalces",506447.818473754,-2687544.94051098,"Anthanassa sitalces"
"Anthanassa texana",506447.818473754,-2687544.94051098,"Anthanassa texana"
"Phyciodes tharos",506447.818473754,-2687544.94051098,"Phyciodes tharos"
"Anthanassa frisia",506447.818473754,-2687544.94051098,"Anthanassa frisia"
"Phyciodes graphica",506447.818473754,-2687544.94051098,"Phyciodes graphica"
"Pierella luna",506447.818473754,-2687544.94051098,"Pierella luna"
"Pieriballia viardi",506447.818473754,-2687544.94051098,"Pieriballia viardi"
"Parelbella macleannani",506447.818473754,-2687544.94051098,"Parelbella macleannani"
"Pachyneuria licisca",506447.818473754,-2687544.94051098,"Pachyneuria licisca"
"Paiwarria antinous",506447.818473754,-2687544.94051098,"Paiwarria antinous"
"Paiwarria umbratus",506447.818473754,-2687544.94051098,"Paiwarria umbratus"
"Panaropsis elegans",506447.818473754,-2687544.94051098,"Panaropsis elegans"
"Ocaria ocrisia",506447.818473754,-2687544.94051098,"Ocaria ocrisia"
"Piruna aea",506447.818473754,-2687544.94051098,"Piruna aea"
"Symmachia tricolor",506447.818473754,-2687544.94051098,"Symmachia tricolor"
"Synale cynaxa",506447.818473754,-2687544.94051098,"Synale cynaxa"
"Synapte malitiosa",506447.818473754,-2687544.94051098,"Synapte malitiosa"
"Urbanus pronta",506447.818473754,-2687544.94051098,"Urbanus pronta"
"Urbanus pronus",506447.818473754,-2687544.94051098,"Urbanus pronus"
"Urbanus proteus",506447.818473754,-2687544.94051098,"Urbanus proteus"
"Urbanus simplicius",506447.818473754,-2687544.94051098,"Urbanus simplicius"
"Ocaria petelina",506447.818473754,-2687544.94051098,"Ocaria petelina"
"Poanes melane",506447.818473754,-2687544.94051098,"Poanes melane"
"Polythrix caunus",506447.818473754,-2687544.94051098,"Polythrix caunus"
"Polythrix metallescens",506447.818473754,-2687544.94051098,"Polythrix metallescens"
"Polythrix mexicanus",506447.818473754,-2687544.94051098,"Polythrix mexicanus"
"Pterourus pilumnus",506447.818473754,-2687544.94051098,"Pterourus pilumnus"
"Pseudopieris nehemia",506447.818473754,-2687544.94051098,"Pseudopieris nehemia"
"Pteronymia alcmena",506447.818473754,-2687544.94051098,"Pteronymia alcmena"
"Pteronymia cotytto",506447.818473754,-2687544.94051098,"Pteronymia cotytto"
"Pteronymia parva",506447.818473754,-2687544.94051098,"Pteronymia parva"
"Pteronymia simplex",506447.818473754,-2687544.94051098,"Pteronymia simplex"
"Pycina zamba",506447.818473754,-2687544.94051098,"Pycina zamba"
"Pyrgus communis",506447.818473754,-2687544.94051098,"Pyrgus communis"
"Pyrrhogyra edocla",506447.818473754,-2687544.94051098,"Pyrrhogyra edocla"
"Pyrrhogyra neaerea",506447.818473754,-2687544.94051098,"Pyrrhogyra neaerea"
"Pyrrhogyra otolais",506447.818473754,-2687544.94051098,"Pyrrhogyra otolais"
"Siproeta superba",506447.818473754,-2687544.94051098,"Siproeta superba"
"Smyrna blomfildia",506447.818473754,-2687544.94051098,"Smyrna blomfildia"
"Smyrna karwinskii",506447.818473754,-2687544.94051098,"Smyrna karwinskii"
"Polyctor polyctor",506447.818473754,-2687544.94051098,"Polyctor polyctor"
"Chalypyge chalybea",506447.818473754,-2687544.94051098,"Chalypyge chalybea"
"Prepona laertes",506447.818473754,-2687544.94051098,"Prepona laertes"
"Prepona pylene",506447.818473754,-2687544.94051098,"Prepona pylene"
"Proteides mercurius",506447.818473754,-2687544.94051098,"Proteides mercurius"
"Saliana triangularis",506447.818473754,-2687544.94051098,"Saliana triangularis"
"Sarota chrysus",506447.818473754,-2687544.94051098,"Sarota chrysus"
"Quasimellana balsa",506447.818473754,-2687544.94051098,"Quasimellana balsa"
"Saliana severus",506447.818473754,-2687544.94051098,"Saliana severus"
"Tegosa claudina",506447.818473754,-2687544.94051098,"Tegosa claudina"
"Telemiades avitus",506447.818473754,-2687544.94051098,"Telemiades avitus"
"Telemiades megallus",506447.818473754,-2687544.94051098,"Telemiades megallus"
"Telemiades nicomedes",506447.818473754,-2687544.94051098,"Telemiades nicomedes"
"Quasimellana fieldi",506447.818473754,-2687544.94051098,"Quasimellana fieldi"
"Sarota craspediodonta",506447.818473754,-2687544.94051098,"Sarota craspediodonta"
"Sarota estrada",506447.818473754,-2687544.94051098,"Sarota estrada"
"Sarota gamelia",506447.818473754,-2687544.94051098,"Sarota gamelia"
"Sarota psaros",506447.818473754,-2687544.94051098,"Sarota psaros"
"Saturnus reticulata",506447.818473754,-2687544.94051098,"Saturnus reticulata"
"Thracides arcalaus",506447.818473754,-2687544.94051098,"Thracides arcalaus"
"Theope barea",506447.818473754,-2687544.94051098,"Theope barea"
"Polygonus leo",506447.818473754,-2687544.94051098,"Polygonus leo"
"Achalarus albociliatus",506447.818473754,-2687544.94051098,"Achalarus albociliatus"
"Synapte puma",506447.818473754,-2687544.94051098,"Synapte puma"
"Thespieus aspernatus",506447.818473754,-2687544.94051098,"Thespieus aspernatus"
"Thespieus dalman",506447.818473754,-2687544.94051098,"Thespieus dalman"
"Esthemopsis clonia",506447.818473754,-2687544.94051098,"Esthemopsis clonia"
"Gargina thoria",506447.818473754,-2687544.94051098,"Gargina thoria"
"Gesta gesta",506447.818473754,-2687544.94051098,"Gesta gesta"
"Michaelus phoenissa",506447.818473754,-2687544.94051098,"Michaelus phoenissa"
"Michaelus thordesa",506447.818473754,-2687544.94051098,"Michaelus thordesa"
"Milanion clito",506447.818473754,-2687544.94051098,"Milanion clito"
"Ouleus fridericus",506447.818473754,-2687544.94051098,"Ouleus fridericus"
"Oxeoschistus hilara",506447.818473754,-2687544.94051098,"Oxeoschistus hilara"
"Oxeoschistus tauropolis",506447.818473754,-2687544.94051098,"Oxeoschistus tauropolis"
"Paches loxus",506447.818473754,-2687544.94051098,"Paches loxus"
"Temecla heraclides",506447.818473754,-2687544.94051098,"Temecla heraclides"
"Bolla saletas",506447.818473754,-2687544.94051098,"Bolla saletas"
"Cyanophrys goodsoni",506447.818473754,-2687544.94051098,"Cyanophrys goodsoni"
"Cyanophrys herodotus",506447.818473754,-2687544.94051098,"Cyanophrys herodotus"
"Emesis fatimella",506447.818473754,-2687544.94051098,"Emesis fatimella"
"Dalla ligilla",506447.818473754,-2687544.94051098,"Dalla ligilla"
"Euphyes peneia",506447.818473754,-2687544.94051098,"Euphyes peneia"
"Paches polla",506447.818473754,-2687544.94051098,"Paches polla"
"Prepona dexamenus",506447.818473754,-2687544.94051098,"Prepona dexamenus"
"Systasea pulverulenta",506447.818473754,-2687544.94051098,"Systasea pulverulenta"
"Iaspis castitas",506447.818473754,-2687544.94051098,"Iaspis castitas"
"Archaeoprepona meander",506447.818473754,-2687544.94051098,"Archaeoprepona meander"
"Pyrgus oileus",506447.818473754,-2687544.94051098,"Pyrgus oileus"
"Temecla paron",506447.818473754,-2687544.94051098,"Temecla paron"
"Vacerra egla",506447.818473754,-2687544.94051098,"Vacerra egla"
"Turesis tabascoensis",506447.818473754,-2687544.94051098,"Turesis tabascoensis"
"Achalarus casica",506447.818473754,-2687544.94051098,"Achalarus casica"
"Thessia jalapus",506447.818473754,-2687544.94051098,"Thessia jalapus"
"Achalarus tehuacana",506447.818473754,-2687544.94051098,"Achalarus tehuacana"
"Achalarus toxeus",506447.818473754,-2687544.94051098,"Achalarus toxeus"
"Thepytus echelta",506447.818473754,-2687544.94051098,"Thepytus echelta"
"Thereus cithonius",506447.818473754,-2687544.94051098,"Thereus cithonius"
"Thereus lausus",506447.818473754,-2687544.94051098,"Thereus lausus"
"Thereus oppia",506447.818473754,-2687544.94051098,"Thereus oppia"
"Urbanus dorantes",506447.818473754,-2687544.94051098,"Urbanus dorantes"
"Urbanus doryssus",506447.818473754,-2687544.94051098,"Urbanus doryssus"
"Urbanus esmeraldus",506447.818473754,-2687544.94051098,"Urbanus esmeraldus"
"Urbanus esta",506447.818473754,-2687544.94051098,"Urbanus esta"
"Ridens miltas",506447.818473754,-2687544.94051098,"Ridens miltas"
"Udranomia orcinus",506447.818473754,-2687544.94051098,"Udranomia orcinus"
"Vanessa atalanta",506447.818473754,-2687544.94051098,"Vanessa atalanta"
"Vanessa cardui",506447.818473754,-2687544.94051098,"Vanessa cardui"
"Vanessa virginiensis",506447.818473754,-2687544.94051098,"Vanessa virginiensis"
"Vehilius inca",506447.818473754,-2687544.94051098,"Vehilius inca"
"Vinius tryhana",506447.818473754,-2687544.94051098,"Vinius tryhana"
"Virga virginius",506447.818473754,-2687544.94051098,"Virga virginius"
"Zariaspes mys",506447.818473754,-2687544.94051098,"Zariaspes mys"
"Zenis jebus",506447.818473754,-2687544.94051098,"Zenis jebus"
"Zenis minos",506447.818473754,-2687544.94051098,"Zenis minos"
"Zera belti",506447.818473754,-2687544.94051098,"Zera belti"
"Zera hyacinthinus",506447.818473754,-2687544.94051098,"Zera hyacinthinus"
"Sarota myrtea",506447.818473754,-2687544.94051098,"Sarota myrtea"
"Kisutam syllis",506447.818473754,-2687544.94051098,"Kisutam syllis"
"Zera phila",506447.818473754,-2687544.94051098,"Zera phila"
"Electrostrymon guzanta",506447.818473754,-2687544.94051098,"Electrostrymon guzanta"
"Ziegleria hesperitis",506447.818473754,-2687544.94051098,"Ziegleria hesperitis"
"Achlyodes busirus",506447.818473754,-2687544.94051098,"Achlyodes busirus"
"Quasimellana myron",506447.818473754,-2687544.94051098,"Quasimellana myron"
"Quasimellana nayana",506447.818473754,-2687544.94051098,"Quasimellana nayana"
"Quasimellana servilius",506447.818473754,-2687544.94051098,"Quasimellana servilius"
"Staphylus iguala",506447.818473754,-2687544.94051098,"Staphylus iguala"
"Staphylus mazans",506447.818473754,-2687544.94051098,"Staphylus mazans"
"Theope eupolis",506447.818473754,-2687544.94051098,"Theope eupolis"
"Theope pedias",506447.818473754,-2687544.94051098,"Theope pedias"
"Theope phaeo",506447.818473754,-2687544.94051098,"Theope phaeo"
"Argon lota",506447.818473754,-2687544.94051098,"Argon lota"
"Quinta cannae",506447.818473754,-2687544.94051098,"Quinta cannae"
"Rekoa marius",506447.818473754,-2687544.94051098,"Rekoa marius"
"Rekoa meton",506447.818473754,-2687544.94051098,"Rekoa meton"
"Rekoa palegon",506447.818473754,-2687544.94051098,"Rekoa palegon"
"Rekoa stagira",506447.818473754,-2687544.94051098,"Rekoa stagira"
"Tegosa anieta",506447.818473754,-2687544.94051098,"Tegosa anieta"
"Synapte salenus",506447.818473754,-2687544.94051098,"Synapte salenus"
"Synapte silius",506447.818473754,-2687544.94051098,"Synapte silius"
"Synapte syraces",506447.818473754,-2687544.94051098,"Synapte syraces"
"Synapte syraces",506447.818473754,-2687544.94051098,"Synapte syraces"
"Synargis mycone",506447.818473754,-2687544.94051098,"Synargis mycone"
"Synargis nymphidioides",506447.818473754,-2687544.94051098,"Synargis nymphidioides"
"Synargis ochra",506447.818473754,-2687544.94051098,"Synargis ochra"
"Theclopsis mycon",506447.818473754,-2687544.94051098,"Theclopsis mycon"
"Theope bacenis",506447.818473754,-2687544.94051098,"Theope bacenis"
"Zera tetrastigma",506447.818473754,-2687544.94051098,"Zera tetrastigma"
"Theope cratylus",506447.818473754,-2687544.94051098,"Theope cratylus"
"Theope devriesi",506447.818473754,-2687544.94051098,"Theope devriesi"
"Theope publius",506447.818473754,-2687544.94051098,"Theope publius"
"Theope virgilius",506447.818473754,-2687544.94051098,"Theope virgilius"
"Theorema eumenia",506447.818473754,-2687544.94051098,"Theorema eumenia"
"Thereus ortalus",506447.818473754,-2687544.94051098,"Thereus ortalus"
"Theritas augustinula",506447.818473754,-2687544.94051098,"Theritas augustinula"
"Theritas hemon",506447.818473754,-2687544.94051098,"Theritas hemon"
"Theritas lisus",506447.818473754,-2687544.94051098,"Theritas lisus"
"Theritas mavors",506447.818473754,-2687544.94051098,"Theritas mavors"
"Theritas theocritus",506447.818473754,-2687544.94051098,"Theritas theocritus"
"Thisbe irenea",506447.818473754,-2687544.94051098,"Thisbe irenea"
"Vertica verticalis",506447.818473754,-2687544.94051098,"Vertica verticalis"
"Temenis laothoe",506447.818473754,-2687544.94051098,"Temenis laothoe"
"Texola elada",506447.818473754,-2687544.94051098,"Texola elada"
"Thaeides theia",506447.818473754,-2687544.94051098,"Thaeides theia"
"Thargella caura",506447.818473754,-2687544.94051098,"Thargella caura"
"Theagenes aegides",506447.818473754,-2687544.94051098,"Theagenes aegides"
"Thyridia psidii",506447.818473754,-2687544.94051098,"Thyridia psidii"
"Virga clenchi",506447.818473754,-2687544.94051098,"Virga clenchi"
"Vinpeius tinga",506447.818473754,-2687544.94051098,"Vinpeius tinga"
"Zizula cyna",506447.818473754,-2687544.94051098,"Zizula cyna"
"Tigasis simplex",506447.818473754,-2687544.94051098,"Tigasis simplex"
"Tigridia acesta",506447.818473754,-2687544.94051098,"Tigridia acesta"
"Timochares ruptifasciata",506447.818473754,-2687544.94051098,"Timochares ruptifasciata"
"Timochares trifasciata",506447.818473754,-2687544.94051098,"Timochares trifasciata"
"Tirynthia conflua",506447.818473754,-2687544.94051098,"Tirynthia conflua"
"Tithorea harmonia",506447.818473754,-2687544.94051098,"Tithorea harmonia"
"Tithorea tarricina",506447.818473754,-2687544.94051098,"Tithorea tarricina"
"Tmolus crolinus",506447.818473754,-2687544.94051098,"Tmolus crolinus"
"Tmolus cydrara",506447.818473754,-2687544.94051098,"Tmolus cydrara"
"Tmolus echion",506447.818473754,-2687544.94051098,"Tmolus echion"
"Tromba xanthura",506447.818473754,-2687544.94051098,"Tromba xanthura"
"Turesis basta",506447.818473754,-2687544.94051098,"Turesis basta"
"Turesis complanula",506447.818473754,-2687544.94051098,"Turesis complanula"
"Urbanus viterboana",506447.818473754,-2687544.94051098,"Urbanus viterboana"
"Vacerra bonfilius",506447.818473754,-2687544.94051098,"Vacerra bonfilius"
"Vacerra cervara",506447.818473754,-2687544.94051098,"Vacerra cervara"
"Typhedanus ampyx",506447.818473754,-2687544.94051098,"Typhedanus ampyx"
"Typhedanus undulatus",506447.818473754,-2687544.94051098,"Typhedanus undulatus"
"Udranomia kikkawai",506447.818473754,-2687544.94051098,"Udranomia kikkawai"
"Urbanus albimargo",506447.818473754,-2687544.94051098,"Urbanus albimargo"
"Urbanus belli",506447.818473754,-2687544.94051098,"Urbanus belli"
"Vacerra lachares",506447.818473754,-2687544.94051098,"Vacerra lachares"
"Vanessa annabella",506447.818473754,-2687544.94051098,"Vanessa annabella"
"Calycopis drusilla",506447.818473754,-2687544.94051098,"Calycopis drusilla"
"Euselasia inconspicua",506447.818473754,-2687544.94051098,"Euselasia inconspicua"
"Voltinia umbra",506447.818473754,-2687544.94051098,"Voltinia umbra"
"Wallengrenia otho",506447.818473754,-2687544.94051098,"Wallengrenia otho"
"Xeniades chalestra",506447.818473754,-2687544.94051098,"Xeniades chalestra"
"Xeniades orchamus",506447.818473754,-2687544.94051098,"Xeniades orchamus"
"Xenophanes tryxus",506447.818473754,-2687544.94051098,"Xenophanes tryxus"
"Yphthimoides renata",506447.818473754,-2687544.94051098,"Yphthimoides renata"
"Zaretis callidryas",506447.818473754,-2687544.94051098,"Zaretis callidryas"
"Zaretis ellops",506447.818473754,-2687544.94051098,"Zaretis ellops"
"Zaretis isidora",506447.818473754,-2687544.94051098,"Zaretis isidora"
"Zaretis itys",506447.818473754,-2687544.94051098,"Zaretis itys"
"Zera nolckeni",506447.818473754,-2687544.94051098,"Zera nolckeni"
"Electrostrymon denarius",506447.818473754,-2687544.94051098,"Electrostrymon denarius"
"Achlyodes pallida",506447.818473754,-2687544.94051098,"Achlyodes pallida"
"Eantis mithridates",506447.818473754,-2687544.94051098,"Eantis mithridates"
"Actinote anteas",506447.818473754,-2687544.94051098,"Actinote anteas"
"Actinote guatemalena",506447.818473754,-2687544.94051098,"Actinote guatemalena"
"Actinote lapitha",506447.818473754,-2687544.94051098,"Actinote lapitha"
"Aethilla chiapa",506447.818473754,-2687544.94051098,"Aethilla chiapa"
"Ocaria thales",506447.818473754,-2687544.94051098,"Ocaria thales"
"Zestusa levona",506447.818473754,-2687544.94051098,"Zestusa levona"
"Zestusa staudingeri",506447.818473754,-2687544.94051098,"Zestusa staudingeri"
"Ziegleria ceromia",506447.818473754,-2687544.94051098,"Ziegleria ceromia"
"Zopyrion sandace",506447.818473754,-2687544.94051098,"Zopyrion sandace"
"Enantia albania",506447.818473754,-2687544.94051098,"Enantia albania"
"Enantia albania",506447.818473754,-2687544.94051098,"Enantia albania"
"Hamadryas amphinome",506447.818473754,-2687544.94051098,"Hamadryas amphinome"
"Adelpha barnesia",906447.818473753,-2687544.94051098,"Adelpha barnesia"
"Adelpha basiloides",906447.818473753,-2687544.94051098,"Adelpha basiloides"
"Chlosyne lacinia",906447.818473753,-2687544.94051098,"Chlosyne lacinia"
"Argyrogrammana stilbe",906447.818473753,-2687544.94051098,"Argyrogrammana stilbe"
"Adelpha fessonia",906447.818473753,-2687544.94051098,"Adelpha fessonia"
"Adelpha iphicleola",906447.818473753,-2687544.94051098,"Adelpha iphicleola"
"Anartia fatima",906447.818473753,-2687544.94051098,"Anartia fatima"
"Anartia jatrophae",906447.818473753,-2687544.94051098,"Anartia jatrophae"
"Glutophrissa drusilla",906447.818473753,-2687544.94051098,"Glutophrissa drusilla"
"Catonephele mexicana",906447.818473753,-2687544.94051098,"Catonephele mexicana"
"Adelpha malea",906447.818473753,-2687544.94051098,"Adelpha malea"
"Calephelis maya",906447.818473753,-2687544.94051098,"Calephelis maya"
"Adelpha nea",906447.818473753,-2687544.94051098,"Adelpha nea"
"Adelpha paraena",906447.818473753,-2687544.94051098,"Adelpha paraena"
"Caligo memnon",906447.818473753,-2687544.94051098,"Caligo memnon"
"Caligo uranus",906447.818473753,-2687544.94051098,"Caligo uranus"
"Astraptes enotrus",906447.818473753,-2687544.94051098,"Astraptes enotrus"
"Astraptes fulgerator",906447.818473753,-2687544.94051098,"Astraptes fulgerator"
"Astraptes alector",906447.818473753,-2687544.94051098,"Astraptes alector"
"Astraptes janeira",906447.818473753,-2687544.94051098,"Astraptes janeira"
"Bolla giselus",906447.818473753,-2687544.94051098,"Bolla giselus"
"Adelpha naxia",906447.818473753,-2687544.94051098,"Adelpha naxia"
"Adelpha phylaca",906447.818473753,-2687544.94051098,"Adelpha phylaca"
"Arawacus jada",906447.818473753,-2687544.94051098,"Arawacus jada"
"Arawacus sito",906447.818473753,-2687544.94051098,"Arawacus sito"
"Autochton longipennis",906447.818473753,-2687544.94051098,"Autochton longipennis"
"Calycopis demonassa",906447.818473753,-2687544.94051098,"Calycopis demonassa"
"Calycopis isobeon",906447.818473753,-2687544.94051098,"Calycopis isobeon"
"Calycopis origo",906447.818473753,-2687544.94051098,"Calycopis origo"
"Atlides rustan",906447.818473753,-2687544.94051098,"Atlides rustan"
"Baeotis zonata",906447.818473753,-2687544.94051098,"Baeotis zonata"
"Battus laodamas",906447.818473753,-2687544.94051098,"Battus laodamas"
"Behemothia godmanii",906447.818473753,-2687544.94051098,"Behemothia godmanii"
"Biblis hyperia",906447.818473753,-2687544.94051098,"Biblis hyperia"
"Calephelis tikal",906447.818473753,-2687544.94051098,"Calephelis tikal"
"Calephelis stallingsi",906447.818473753,-2687544.94051098,"Calephelis stallingsi"
"Chlosyne erodyle",906447.818473753,-2687544.94051098,"Chlosyne erodyle"
"Calephelis nemesis",906447.818473753,-2687544.94051098,"Calephelis nemesis"
"Chlosyne janais",906447.818473753,-2687544.94051098,"Chlosyne janais"
"Calephelis velutina",906447.818473753,-2687544.94051098,"Calephelis velutina"
"Calephelis yautepequensis",906447.818473753,-2687544.94051098,"Calephelis yautepequensis"
"Bungalotis erythus",906447.818473753,-2687544.94051098,"Bungalotis erythus"
"Decinea percosius",906447.818473753,-2687544.94051098,"Decinea percosius"
"Caria ino",906447.818473753,-2687544.94051098,"Caria ino"
"Caria melino",906447.818473753,-2687544.94051098,"Caria melino"
"Carrhenes canescens",906447.818473753,-2687544.94051098,"Carrhenes canescens"
"Carrhenes fuscescens",906447.818473753,-2687544.94051098,"Carrhenes fuscescens"
"Detritivora zama",906447.818473753,-2687544.94051098,"Detritivora zama"
"Carystoides lila",906447.818473753,-2687544.94051098,"Carystoides lila"
"Castilia eranites",906447.818473753,-2687544.94051098,"Castilia eranites"
"Castilia myia",906447.818473753,-2687544.94051098,"Castilia myia"
"Celmia celmus",906447.818473753,-2687544.94051098,"Celmia celmus"
"Cepheuptychia glaucina",906447.818473753,-2687544.94051098,"Cepheuptychia glaucina"
"Cephise aelius",906447.818473753,-2687544.94051098,"Cephise aelius"
"Chlorostrymon simaethis",906447.818473753,-2687544.94051098,"Chlorostrymon simaethis"
"Chlorostrymon telea",906447.818473753,-2687544.94051098,"Chlorostrymon telea"
