"binomil","X","Y","scientificName"
"Baronia brevicornis",-893552.181526246,-2487544.94051098,"Baronia brevicornis"
"Parides alopius",-893552.181526246,-2487544.94051098,"Parides alopius"
"Eucheira socialis",-893552.181526246,-2487544.94051098,"Eucheira socialis"
"Agathymus fieldi",-893552.181526246,-2487544.94051098,"Agathymus fieldi"
"Amblyscirtes fluonia",-893552.181526246,-2487544.94051098,"Amblyscirtes fluonia"
"Adelpha barnesia",-893552.181526246,-2487544.94051098,"Adelpha barnesia"
"Adelpha serpa",-893552.181526246,-2487544.94051098,"Adelpha serpa"
"Adelotypa eudocia",-893552.181526246,-2487544.94051098,"Adelotypa eudocia"
"Chlosyne marina",-893552.181526246,-2487544.94051098,"Chlosyne marina"
"Chlosyne marina",-893552.181526246,-2487544.94051098,"Chlosyne marina"
"Chlosyne rosita",-893552.181526246,-2487544.94051098,"Chlosyne rosita"
"Chlosyne rosita",-893552.181526246,-2487544.94051098,"Chlosyne rosita"
"Adelpha donysa",-893552.181526246,-2487544.94051098,"Adelpha donysa"
"Adelpha basiloides",-893552.181526246,-2487544.94051098,"Adelpha basiloides"
"Adelpha bredowii",-893552.181526246,-2487544.94051098,"Adelpha bredowii"
"Chlosyne lacinia",-893552.181526246,-2487544.94051098,"Chlosyne lacinia"
"Chlosyne melanarge",-893552.181526246,-2487544.94051098,"Chlosyne melanarge"
"Adelpha lycorias",-893552.181526246,-2487544.94051098,"Adelpha lycorias"
"Amblyscirtes fimbriata",-893552.181526246,-2487544.94051098,"Amblyscirtes fimbriata"
"Amblyscirtes raphaeli",-893552.181526246,-2487544.94051098,"Amblyscirtes raphaeli"
"Antigonus emorsa",-893552.181526246,-2487544.94051098,"Antigonus emorsa"
"Antigonus funebris",-893552.181526246,-2487544.94051098,"Antigonus funebris"
"Adelpha fessonia",-893552.181526246,-2487544.94051098,"Adelpha fessonia"
"Adelpha iphicleola",-893552.181526246,-2487544.94051098,"Adelpha iphicleola"
"Adelpha iphiclus",-893552.181526246,-2487544.94051098,"Adelpha iphiclus"
"Anartia fatima",-893552.181526246,-2487544.94051098,"Anartia fatima"
"Anartia jatrophae",-893552.181526246,-2487544.94051098,"Anartia jatrophae"
"Apodemia palmerii",-893552.181526246,-2487544.94051098,"Apodemia palmerii"
"Glutophrissa drusilla",-893552.181526246,-2487544.94051098,"Glutophrissa drusilla"
"Catonephele numilia",-893552.181526246,-2487544.94051098,"Catonephele numilia"
"Amblyscirtes folia",-893552.181526246,-2487544.94051098,"Amblyscirtes folia"
"Anthocharis limonea",-893552.181526246,-2487544.94051098,"Anthocharis limonea"
"Atrytonopsis edwardsi",-893552.181526246,-2487544.94051098,"Atrytonopsis edwardsi"
"Calephelis mexicana",-893552.181526246,-2487544.94051098,"Calephelis mexicana"
"Calephelis montezuma",-893552.181526246,-2487544.94051098,"Calephelis montezuma"
"Adelpha paraena",-893552.181526246,-2487544.94051098,"Adelpha paraena"
"Caligo memnon",-893552.181526246,-2487544.94051098,"Caligo memnon"
"Astraptes enotrus",-893552.181526246,-2487544.94051098,"Astraptes enotrus"
"Astraptes fulgerator",-893552.181526246,-2487544.94051098,"Astraptes fulgerator"
"Astraptes alector",-893552.181526246,-2487544.94051098,"Astraptes alector"
"Autochton pseudocellus",-893552.181526246,-2487544.94051098,"Autochton pseudocellus"
"Bolla giselus",-893552.181526246,-2487544.94051098,"Bolla giselus"
"Adelpha leuceria",-893552.181526246,-2487544.94051098,"Adelpha leuceria"
"Adelpha naxia",-893552.181526246,-2487544.94051098,"Adelpha naxia"
"Adelpha paroeca",-893552.181526246,-2487544.94051098,"Adelpha paroeca"
"Adelpha phylaca",-893552.181526246,-2487544.94051098,"Adelpha phylaca"
"Arawacus jada",-893552.181526246,-2487544.94051098,"Arawacus jada"
"Arawacus sito",-893552.181526246,-2487544.94051098,"Arawacus sito"
"Autochton cellus",-893552.181526246,-2487544.94051098,"Autochton cellus"
"Autochton cincta",-893552.181526246,-2487544.94051098,"Autochton cincta"
"Autochton neis",-893552.181526246,-2487544.94051098,"Autochton neis"
"Calycopis clarina",-893552.181526246,-2487544.94051098,"Calycopis clarina"
"Calycopis demonassa",-893552.181526246,-2487544.94051098,"Calycopis demonassa"
"Calycopis isobeon",-893552.181526246,-2487544.94051098,"Calycopis isobeon"
"Calycopis origo",-893552.181526246,-2487544.94051098,"Calycopis origo"
"Apodemia hypoglauca",-893552.181526246,-2487544.94051098,"Apodemia hypoglauca"
"Brephidium exilis",-893552.181526246,-2487544.94051098,"Brephidium exilis"
"Brevianta busa",-893552.181526246,-2487544.94051098,"Brevianta busa"
"Aubergina hicetas",-893552.181526246,-2487544.94051098,"Aubergina hicetas"
"Baeotis zonata",-893552.181526246,-2487544.94051098,"Baeotis zonata"
"Battus laodamas",-893552.181526246,-2487544.94051098,"Battus laodamas"
"Battus philenor",-893552.181526246,-2487544.94051098,"Battus philenor"
"Battus polydamas",-893552.181526246,-2487544.94051098,"Battus polydamas"
"Behemothia godmanii",-893552.181526246,-2487544.94051098,"Behemothia godmanii"
"Biblis hyperia",-893552.181526246,-2487544.94051098,"Biblis hyperia"
"Bolla orsines",-893552.181526246,-2487544.94051098,"Bolla orsines"
"Calephelis sacapulas",-893552.181526246,-2487544.94051098,"Calephelis sacapulas"
"Calephelis sinaloensis",-893552.181526246,-2487544.94051098,"Calephelis sinaloensis"
"Calephelis stallingsi",-893552.181526246,-2487544.94051098,"Calephelis stallingsi"
"Chlosyne endeis",-893552.181526246,-2487544.94051098,"Chlosyne endeis"
"Bolla imbras",-893552.181526246,-2487544.94051098,"Bolla imbras"
"Calephelis nemesis",-893552.181526246,-2487544.94051098,"Calephelis nemesis"
"Calephelis perditalis",-893552.181526246,-2487544.94051098,"Calephelis perditalis"
"Calephelis rawsoni",-893552.181526246,-2487544.94051098,"Calephelis rawsoni"
"Chlosyne ehrenbergii",-893552.181526246,-2487544.94051098,"Chlosyne ehrenbergii"
"Bolla eusebius",-893552.181526246,-2487544.94051098,"Bolla eusebius"
"Bolla evippe",-893552.181526246,-2487544.94051098,"Bolla evippe"
"Chlosyne cyneas",-893552.181526246,-2487544.94051098,"Chlosyne cyneas"
"Chlosyne definita",-893552.181526246,-2487544.94051098,"Chlosyne definita"
"Chlosyne janais",-893552.181526246,-2487544.94051098,"Chlosyne janais"
"Adopaeoides bistriata",-893552.181526246,-2487544.94051098,"Adopaeoides bistriata"
"Bolla subapicatus",-893552.181526246,-2487544.94051098,"Bolla subapicatus"
"Diaethria astala",-893552.181526246,-2487544.94051098,"Diaethria astala"
"Callophrys spinetorum",-893552.181526246,-2487544.94051098,"Callophrys spinetorum"
"Callophrys xami",-893552.181526246,-2487544.94051098,"Callophrys xami"
"Caria ino",-893552.181526246,-2487544.94051098,"Caria ino"
"Catasticta teutila",-893552.181526246,-2487544.94051098,"Catasticta teutila"
"Carrhenes canescens",-893552.181526246,-2487544.94051098,"Carrhenes canescens"
"Carrhenes fuscescens",-893552.181526246,-2487544.94051098,"Carrhenes fuscescens"
"Carystoides abrahami",-893552.181526246,-2487544.94051098,"Carystoides abrahami"
"Diaethria anna",-893552.181526246,-2487544.94051098,"Diaethria anna"
"Diaethria astala",-893552.181526246,-2487544.94051098,"Diaethria astala"
"Carystus phorcus",-893552.181526246,-2487544.94051098,"Carystus phorcus"
"Castilia griseobasalis",-893552.181526246,-2487544.94051098,"Castilia griseobasalis"
"Castilia myia",-893552.181526246,-2487544.94051098,"Castilia myia"
"Catasticta flisa",-893552.181526246,-2487544.94051098,"Catasticta flisa"
"Celaenorrhinus stola",-893552.181526246,-2487544.94051098,"Celaenorrhinus stola"
"Celmia celmus",-893552.181526246,-2487544.94051098,"Celmia celmus"
"Celotes nessus",-893552.181526246,-2487544.94051098,"Celotes nessus"
"Adopaeoides prittwitzi",-893552.181526246,-2487544.94051098,"Adopaeoides prittwitzi"
"Chlorostrymon simaethis",-893552.181526246,-2487544.94051098,"Chlorostrymon simaethis"
"Chlorostrymon telea",-893552.181526246,-2487544.94051098,"Chlorostrymon telea"
"Chlosyne hippodrome",-893552.181526246,-2487544.94051098,"Chlosyne hippodrome"
"Chlosyne janais",-893552.181526246,-2487544.94051098,"Chlosyne janais"
"Chlosyne theona",-893552.181526246,-2487544.94051098,"Chlosyne theona"
"Cyllopsis gemma",-893552.181526246,-2487544.94051098,"Cyllopsis gemma"
"Cyllopsis hilaria",-893552.181526246,-2487544.94051098,"Cyllopsis hilaria"
"Cissia similis",-893552.181526246,-2487544.94051098,"Cissia similis"
"Cissia themis",-893552.181526246,-2487544.94051098,"Cissia themis"
"Cyllopsis perplexa",-893552.181526246,-2487544.94051098,"Cyllopsis perplexa"
"Cyllopsis windi",-893552.181526246,-2487544.94051098,"Cyllopsis windi"
"Cyanophrys fusius",-893552.181526246,-2487544.94051098,"Cyanophrys fusius"
"Cyanophrys longula",-893552.181526246,-2487544.94051098,"Cyanophrys longula"
"Cyanophrys miserabilis",-893552.181526246,-2487544.94051098,"Cyanophrys miserabilis"
"Cycloglypha thrasibulus",-893552.181526246,-2487544.94051098,"Cycloglypha thrasibulus"
"Panoquina hecebolus",-893552.181526246,-2487544.94051098,"Panoquina hecebolus"
"Panoquina ocola",-893552.181526246,-2487544.94051098,"Panoquina ocola"
"Dione juno",-893552.181526246,-2487544.94051098,"Dione juno"
"Dione moneta",-893552.181526246,-2487544.94051098,"Dione moneta"
"Emesis poeas",-893552.181526246,-2487544.94051098,"Emesis poeas"
"Eunica tatila",-893552.181526246,-2487544.94051098,"Eunica tatila"
"Diaethria pandama",-893552.181526246,-2487544.94051098,"Diaethria pandama"
"Dalla faula",-893552.181526246,-2487544.94051098,"Dalla faula"
"Dalla bubobon",-893552.181526246,-2487544.94051098,"Dalla bubobon"
"Emesis emesia",-893552.181526246,-2487544.94051098,"Emesis emesia"
"Electrostrymon hugon",-893552.181526246,-2487544.94051098,"Electrostrymon hugon"
"Danaus eresimus",-893552.181526246,-2487544.94051098,"Danaus eresimus"
"Danaus gilippus",-893552.181526246,-2487544.94051098,"Danaus gilippus"
"Danaus plexippus",-893552.181526246,-2487544.94051098,"Danaus plexippus"
"Dardarina dardaris",-893552.181526246,-2487544.94051098,"Dardarina dardaris"
"Decinea lucifer",-893552.181526246,-2487544.94051098,"Decinea lucifer"
"Dicya carnica",-893552.181526246,-2487544.94051098,"Dicya carnica"
"Dicya lucagus",-893552.181526246,-2487544.94051098,"Dicya lucagus"
"Doberes hewitsonius",-893552.181526246,-2487544.94051098,"Doberes hewitsonius"
"Dryadula phaetusa",-893552.181526246,-2487544.94051098,"Dryadula phaetusa"
"Dryas iulia",-893552.181526246,-2487544.94051098,"Dryas iulia"
"Emesis tegula",-893552.181526246,-2487544.94051098,"Emesis tegula"
"Elbella scylla",-893552.181526246,-2487544.94051098,"Elbella scylla"
"Electrostrymon joya",-893552.181526246,-2487544.94051098,"Electrostrymon joya"
"Rubroserrata mathewi",-893552.181526246,-2487544.94051098,"Rubroserrata mathewi"
"Aegiale hesperiaris",-893552.181526246,-2487544.94051098,"Aegiale hesperiaris"
"Aethilla lavochrea",-893552.181526246,-2487544.94051098,"Aethilla lavochrea"
"Agathymus escalantei",-893552.181526246,-2487544.94051098,"Agathymus escalantei"
"Archaeoprepona demophoon",-893552.181526246,-2487544.94051098,"Archaeoprepona demophoon"
"Bolla clytius",-893552.181526246,-2487544.94051098,"Bolla clytius"
"Bolla cupreiceps",-893552.181526246,-2487544.94051098,"Bolla cupreiceps"
"Euphyes canda",-893552.181526246,-2487544.94051098,"Euphyes canda"
"Panoquina lucas",-893552.181526246,-2487544.94051098,"Panoquina lucas"
"Emesis ares",-893552.181526246,-2487544.94051098,"Emesis ares"
"Grais stigmaticus",-893552.181526246,-2487544.94051098,"Grais stigmaticus"
"Erora quaderna",-893552.181526246,-2487544.94051098,"Erora quaderna"
"Erora subflorens",-893552.181526246,-2487544.94051098,"Erora subflorens"
"Agathymus rethon",-893552.181526246,-2487544.94051098,"Agathymus rethon"
"Agathymus remingtoni",-893552.181526246,-2487544.94051098,"Agathymus remingtoni"
"Agraulis vanillae",-893552.181526246,-2487544.94051098,"Agraulis vanillae"
"Euselasia eubule",-893552.181526246,-2487544.94051098,"Euselasia eubule"
"Erynnis scudderi",-893552.181526246,-2487544.94051098,"Erynnis scudderi"
"Epargyreus windi",-893552.181526246,-2487544.94051098,"Epargyreus windi"
"Euselasia aurantiaca",-893552.181526246,-2487544.94051098,"Euselasia aurantiaca"
"Epargyreus aspina",-893552.181526246,-2487544.94051098,"Epargyreus aspina"
"Euptychia fetna",-893552.181526246,-2487544.94051098,"Euptychia fetna"
"Erynnis mercurius",-893552.181526246,-2487544.94051098,"Erynnis mercurius"
"Eurema albula",-893552.181526246,-2487544.94051098,"Eurema albula"
"Eurema boisduvaliana",-893552.181526246,-2487544.94051098,"Eurema boisduvaliana"
"Eurema daira",-893552.181526246,-2487544.94051098,"Eurema daira"
"Pyrisitia dina",-893552.181526246,-2487544.94051098,"Pyrisitia dina"
"Euptoieta hegesia",-893552.181526246,-2487544.94051098,"Euptoieta hegesia"
"Panthiades bathildis",-893552.181526246,-2487544.94051098,"Panthiades bathildis"
"Panthiades bitias",-893552.181526246,-2487544.94051098,"Panthiades bitias"
"Erynnis brizo",-893552.181526246,-2487544.94051098,"Erynnis brizo"
"Erynnis funeralis",-893552.181526246,-2487544.94051098,"Erynnis funeralis"
"Aguna asander",-893552.181526246,-2487544.94051098,"Aguna asander"
"Aguna metophis",-893552.181526246,-2487544.94051098,"Aguna metophis"
"Allosmaitia strophius",-893552.181526246,-2487544.94051098,"Allosmaitia strophius"
"Greta annette",-893552.181526246,-2487544.94051098,"Greta annette"
"Greta morgane",-893552.181526246,-2487544.94051098,"Greta morgane"
"Erynnis meridianus",-893552.181526246,-2487544.94051098,"Erynnis meridianus"
"Halotus jonaveriorum",-893552.181526246,-2487544.94051098,"Halotus jonaveriorum"
"Gorgythion begga",-893552.181526246,-2487544.94051098,"Gorgythion begga"
"Halotus rica",-893552.181526246,-2487544.94051098,"Halotus rica"
"Hamadryas amphinome",-893552.181526246,-2487544.94051098,"Hamadryas amphinome"
"Hamadryas atlantis",-893552.181526246,-2487544.94051098,"Hamadryas atlantis"
"Hamadryas februa",-893552.181526246,-2487544.94051098,"Hamadryas februa"
"Hamadryas feronia",-893552.181526246,-2487544.94051098,"Hamadryas feronia"
"Hamadryas glauconome",-893552.181526246,-2487544.94051098,"Hamadryas glauconome"
"Hamadryas guatemalena",-893552.181526246,-2487544.94051098,"Hamadryas guatemalena"
"Heliconius charithonia",-893552.181526246,-2487544.94051098,"Heliconius charithonia"
"Evenus regalis",-893552.181526246,-2487544.94051098,"Evenus regalis"
"Heliopetes alana",-893552.181526246,-2487544.94051098,"Heliopetes alana"
"Heliopetes arsalte",-893552.181526246,-2487544.94051098,"Heliopetes arsalte"
"Heliopyrgus domicella",-893552.181526246,-2487544.94051098,"Heliopyrgus domicella"
"Heliopetes laviana",-893552.181526246,-2487544.94051098,"Heliopetes laviana"
"Heliopetes macaira",-893552.181526246,-2487544.94051098,"Heliopetes macaira"
"Hypna clytemnestra",-893552.181526246,-2487544.94051098,"Hypna clytemnestra"
"Hypophylla zeurippa",-893552.181526246,-2487544.94051098,"Hypophylla zeurippa"
"Panthiades ochus",-893552.181526246,-2487544.94051098,"Panthiades ochus"
"Hemiargus hanno",-893552.181526246,-2487544.94051098,"Hemiargus hanno"
"Kolana ligurina",-893552.181526246,-2487544.94051098,"Kolana ligurina"
"Lasaia agesilas",-893552.181526246,-2487544.94051098,"Lasaia agesilas"
"Manataria hercyna",-893552.181526246,-2487544.94051098,"Manataria hercyna"
"Marpesia chiron",-893552.181526246,-2487544.94051098,"Marpesia chiron"
"Marpesia zerynthia",-893552.181526246,-2487544.94051098,"Marpesia zerynthia"
"Marpesia petreus",-893552.181526246,-2487544.94051098,"Marpesia petreus"
"Mechanitis lysimnia",-893552.181526246,-2487544.94051098,"Mechanitis lysimnia"
"Mechanitis polymnia",-893552.181526246,-2487544.94051098,"Mechanitis polymnia"
"Lycorea halia",-893552.181526246,-2487544.94051098,"Lycorea halia"
"Lycorea ilione",-893552.181526246,-2487544.94051098,"Lycorea ilione"
"Microtia elva",-893552.181526246,-2487544.94051098,"Microtia elva"
"Nathalis iole",-893552.181526246,-2487544.94051098,"Nathalis iole"
"Lasaia maria",-893552.181526246,-2487544.94051098,"Lasaia maria"
"Lasaia sessilis",-893552.181526246,-2487544.94051098,"Lasaia sessilis"
"Lasaia sula",-893552.181526246,-2487544.94051098,"Lasaia sula"
"Leptophobia aripa",-893552.181526246,-2487544.94051098,"Leptophobia aripa"
"Leptotes cassius",-893552.181526246,-2487544.94051098,"Leptotes cassius"
"Leptotes marina",-893552.181526246,-2487544.94051098,"Leptotes marina"
"Lerema accius",-893552.181526246,-2487544.94051098,"Lerema accius"
"Lerema liris",-893552.181526246,-2487544.94051098,"Lerema liris"
"Lerodea arabus",-893552.181526246,-2487544.94051098,"Lerodea arabus"
"Lerodea arabus",-893552.181526246,-2487544.94051098,"Lerodea arabus"
"Lerodea eufala",-893552.181526246,-2487544.94051098,"Lerodea eufala"
"Neophasia terlooii",-893552.181526246,-2487544.94051098,"Neophasia terlooii"
"Neoxeniades scipio",-893552.181526246,-2487544.94051098,"Neoxeniades scipio"
"Heraclides anchisiades",-893552.181526246,-2487544.94051098,"Heraclides anchisiades"
"Nisoniades ephora",-893552.181526246,-2487544.94051098,"Nisoniades ephora"
"Ochlodes samenta",-893552.181526246,-2487544.94051098,"Ochlodes samenta"
"Michaelus hecate",-893552.181526246,-2487544.94051098,"Michaelus hecate"
"Michaelus ira",-893552.181526246,-2487544.94051098,"Michaelus ira"
"Michaelus jebus",-893552.181526246,-2487544.94051098,"Michaelus jebus"
"Oarisma edwardsii",-893552.181526246,-2487544.94051098,"Oarisma edwardsii"
"Pterourus garamas",-893552.181526246,-2487544.94051098,"Pterourus garamas"
"Pterourus garamas",-893552.181526246,-2487544.94051098,"Pterourus garamas"
"Pterourus glaucus",-893552.181526246,-2487544.94051098,"Pterourus glaucus"
"Pterourus multicaudata",-893552.181526246,-2487544.94051098,"Pterourus multicaudata"
"Heraclides rogeri",-893552.181526246,-2487544.94051098,"Heraclides rogeri"
"Amblyscirtes aenus",-893552.181526246,-2487544.94051098,"Amblyscirtes aenus"
"Anastrus tolimus",-893552.181526246,-2487544.94051098,"Anastrus tolimus"
"Phanus rilma",-893552.181526246,-2487544.94051098,"Phanus rilma"
"Onespa gala",-893552.181526246,-2487544.94051098,"Onespa gala"
"Nica flavilla",-893552.181526246,-2487544.94051098,"Nica flavilla"
"Papilio polyxenes",-893552.181526246,-2487544.94051098,"Papilio polyxenes"
"Heraclides thoas",-893552.181526246,-2487544.94051098,"Heraclides thoas"
"Heraclides torquatus",-893552.181526246,-2487544.94051098,"Heraclides torquatus"
"Pterourus menatius",-893552.181526246,-2487544.94051098,"Pterourus menatius"
"Phanes aletes",-893552.181526246,-2487544.94051098,"Phanes aletes"
"Phanus albiapicalis",-893552.181526246,-2487544.94051098,"Phanus albiapicalis"
"Phanus marshalli",-893552.181526246,-2487544.94051098,"Phanus marshalli"
"Sostrata bifasciata",-893552.181526246,-2487544.94051098,"Sostrata bifasciata"
"Spathilepia clonius",-893552.181526246,-2487544.94051098,"Spathilepia clonius"
"Strymon astiocha",-893552.181526246,-2487544.94051098,"Strymon astiocha"
"Strymon bazochii",-893552.181526246,-2487544.94051098,"Strymon bazochii"
"Amblyscirtes brocki",-893552.181526246,-2487544.94051098,"Amblyscirtes brocki"
"Siderone galanthis",-893552.181526246,-2487544.94051098,"Siderone galanthis"
"Urbanus evona",-893552.181526246,-2487544.94051098,"Urbanus evona"
"Strymon bebrycia",-893552.181526246,-2487544.94051098,"Strymon bebrycia"
"Pareuptychia ocirrhoe",-893552.181526246,-2487544.94051098,"Pareuptychia ocirrhoe"
"Parides erithalion",-893552.181526246,-2487544.94051098,"Parides erithalion"
"Parides montezuma",-893552.181526246,-2487544.94051098,"Parides montezuma"
"Parides photinus",-893552.181526246,-2487544.94051098,"Parides photinus"
"Parrhasius moctezuma",-893552.181526246,-2487544.94051098,"Parrhasius moctezuma"
"Parrhasius orgia",-893552.181526246,-2487544.94051098,"Parrhasius orgia"
"Anastrus neaeris",-893552.181526246,-2487544.94051098,"Anastrus neaeris"
"Anastrus sempiternus",-893552.181526246,-2487544.94051098,"Anastrus sempiternus"
"Pellicia arina",-893552.181526246,-2487544.94051098,"Pellicia arina"
"Pellicia dimidiata",-893552.181526246,-2487544.94051098,"Pellicia dimidiata"
"Pereute charops",-893552.181526246,-2487544.94051098,"Pereute charops"
"Perichares lotus",-893552.181526246,-2487544.94051098,"Perichares lotus"
"Perichares philetes",-893552.181526246,-2487544.94051098,"Perichares philetes"
"Phocides belus",-893552.181526246,-2487544.94051098,"Phocides belus"
"Phocides pigmalion",-893552.181526246,-2487544.94051098,"Phocides pigmalion"
"Phocides polybius",-893552.181526246,-2487544.94051098,"Phocides polybius"
"Piruna brunnea",-893552.181526246,-2487544.94051098,"Piruna brunnea"
"Urbanus teleus",-893552.181526246,-2487544.94051098,"Urbanus teleus"
"Strymon melinus",-893552.181526246,-2487544.94051098,"Strymon melinus"
"Strymon serapio",-893552.181526246,-2487544.94051098,"Strymon serapio"
"Strymon yojoa",-893552.181526246,-2487544.94051098,"Strymon yojoa"
"Strymon ziba",-893552.181526246,-2487544.94051098,"Strymon ziba"
"Strymon rufofusca",-893552.181526246,-2487544.94051098,"Strymon rufofusca"
"Polites puxillius",-893552.181526246,-2487544.94051098,"Polites puxillius"
"Taygetina kerea",-893552.181526246,-2487544.94051098,"Taygetina kerea"
"Taygetis mermeria",-893552.181526246,-2487544.94051098,"Taygetis mermeria"
"Piruna polingii",-893552.181526246,-2487544.94051098,"Piruna polingii"
"Strymon albata",-893552.181526246,-2487544.94051098,"Strymon albata"
"Strymon alea",-893552.181526246,-2487544.94051098,"Strymon alea"
"Icaricia acmon",-893552.181526246,-2487544.94051098,"Icaricia acmon"
"Pseudocopaeodes eunus",-893552.181526246,-2487544.94051098,"Pseudocopaeodes eunus"
"Poanes inimica",-893552.181526246,-2487544.94051098,"Poanes inimica"
"Poanes melane",-893552.181526246,-2487544.94051098,"Poanes melane"
"Polythrix octomaculata",-893552.181526246,-2487544.94051098,"Polythrix octomaculata"
"Pompeius dares",-893552.181526246,-2487544.94051098,"Pompeius dares"
"Pompeius pompeius",-893552.181526246,-2487544.94051098,"Pompeius pompeius"
"Pontia protodice",-893552.181526246,-2487544.94051098,"Pontia protodice"
"Prepona deiphile",-893552.181526246,-2487544.94051098,"Prepona deiphile"
"Pseudolycaena damo",-893552.181526246,-2487544.94051098,"Pseudolycaena damo"
"Urbanus procne",-893552.181526246,-2487544.94051098,"Urbanus procne"
"Polygonia interrogationis",-893552.181526246,-2487544.94051098,"Polygonia interrogationis"
"Polygonus savigny",-893552.181526246,-2487544.94051098,"Polygonus savigny"
"Amblyscirtes cassus",-893552.181526246,-2487544.94051098,"Amblyscirtes cassus"
"Amblyscirtes elissa",-893552.181526246,-2487544.94051098,"Amblyscirtes elissa"
"Quasimellana eulogius",-893552.181526246,-2487544.94051098,"Quasimellana eulogius"
"Quadrus lugubris",-893552.181526246,-2487544.94051098,"Quadrus lugubris"
"Quasimellana aurora",-893552.181526246,-2487544.94051098,"Quasimellana aurora"
"Taygetis uncinata",-893552.181526246,-2487544.94051098,"Taygetis uncinata"
"Poanes zabulon",-893552.181526246,-2487544.94051098,"Poanes zabulon"
"Polites subreticulata",-893552.181526246,-2487544.94051098,"Polites subreticulata"
"Polites vibex",-893552.181526246,-2487544.94051098,"Polites vibex"
"Polyctor cleta",-893552.181526246,-2487544.94051098,"Polyctor cleta"
"Rekoa zebina",-893552.181526246,-2487544.94051098,"Rekoa zebina"
"Remella duena",-893552.181526246,-2487544.94051098,"Remella duena"
"Remella remus",-893552.181526246,-2487544.94051098,"Remella remus"
"Remella rita",-893552.181526246,-2487544.94051098,"Remella rita"
"Staphylus vincula",-893552.181526246,-2487544.94051098,"Staphylus vincula"
"Staphylus vulgata",-893552.181526246,-2487544.94051098,"Staphylus vulgata"
"Thoon modius",-893552.181526246,-2487544.94051098,"Thoon modius"
"Thorybes drusius",-893552.181526246,-2487544.94051098,"Thorybes drusius"
"Thorybes mexicana",-893552.181526246,-2487544.94051098,"Thorybes mexicana"
"Thorybes pylades",-893552.181526246,-2487544.94051098,"Thorybes pylades"
"Thracides phidon",-893552.181526246,-2487544.94051098,"Thracides phidon"
"Quadrus cerialis",-893552.181526246,-2487544.94051098,"Quadrus cerialis"
"Saliana esperi",-893552.181526246,-2487544.94051098,"Saliana esperi"
"Saliana fusta",-893552.181526246,-2487544.94051098,"Saliana fusta"
"Saliana longirostris",-893552.181526246,-2487544.94051098,"Saliana longirostris"
"Quasimellana mexicana",-893552.181526246,-2487544.94051098,"Quasimellana mexicana"
"Memphis pithyusa",-893552.181526246,-2487544.94051098,"Memphis pithyusa"
"Amblyscirtes florus",-893552.181526246,-2487544.94051098,"Amblyscirtes florus"
"Rhetus arcius",-893552.181526246,-2487544.94051098,"Rhetus arcius"
"Rhinthon osca",-893552.181526246,-2487544.94051098,"Rhinthon osca"
"Staphylus tierra",-893552.181526246,-2487544.94051098,"Staphylus tierra"
"Taygetina weymeri",-893552.181526246,-2487544.94051098,"Taygetina weymeri"
"Telemiades choricus",-893552.181526246,-2487544.94051098,"Telemiades choricus"
"Fountainea nobilis",-893552.181526246,-2487544.94051098,"Fountainea nobilis"
"Anteos maerula",-893552.181526246,-2487544.94051098,"Anteos maerula"
"Argynnis nokomis",-893552.181526246,-2487544.94051098,"Argynnis nokomis"
"Staphylus azteca",-893552.181526246,-2487544.94051098,"Staphylus azteca"
"Taygetis virgilia",-893552.181526246,-2487544.94051098,"Taygetis virgilia"
"Tegosa guatemalena",-893552.181526246,-2487544.94051098,"Tegosa guatemalena"
"Telemiades amphion",-893552.181526246,-2487544.94051098,"Telemiades amphion"
"Vehilius stictomenes",-893552.181526246,-2487544.94051098,"Vehilius stictomenes"
"Vidius perigenes",-893552.181526246,-2487544.94051098,"Vidius perigenes"
"Thespieus macareus",-893552.181526246,-2487544.94051098,"Thespieus macareus"
"Thisbe lycorias",-893552.181526246,-2487544.94051098,"Thisbe lycorias"
"Adelpha pithys",-893552.181526246,-2487544.94051098,"Adelpha pithys"
"Vettius fantasos",-893552.181526246,-2487544.94051098,"Vettius fantasos"
"Decinea mustea",-893552.181526246,-2487544.94051098,"Decinea mustea"
"Catonephele cortesi",-893552.181526246,-2487544.94051098,"Catonephele cortesi"
"Cissia cleophes",-893552.181526246,-2487544.94051098,"Cissia cleophes"
"Codatractus cyledis",-893552.181526246,-2487544.94051098,"Codatractus cyledis"
"Codatractus sallyae",-893552.181526246,-2487544.94051098,"Codatractus sallyae"
"Codatractus uvydixa",-893552.181526246,-2487544.94051098,"Codatractus uvydixa"
"Bolla litus",-893552.181526246,-2487544.94051098,"Bolla litus"
"Cyllopsis nayarit",-893552.181526246,-2487544.94051098,"Cyllopsis nayarit"
"Diaethria bacchis",-893552.181526246,-2487544.94051098,"Diaethria bacchis"
"Cogia aventinus",-893552.181526246,-2487544.94051098,"Cogia aventinus"
"Caria stillaticia",-893552.181526246,-2487544.94051098,"Caria stillaticia"
"Cyllopsis diazi",-893552.181526246,-2487544.94051098,"Cyllopsis diazi"
"Cyllopsis parvimaculata",-893552.181526246,-2487544.94051098,"Cyllopsis parvimaculata"
"Anteros carausius",-893552.181526246,-2487544.94051098,"Anteros carausius"
"Euptychia rubrofasciata",-893552.181526246,-2487544.94051098,"Euptychia rubrofasciata"
"Hypostrymon critola",-893552.181526246,-2487544.94051098,"Hypostrymon critola"
