"binomil","X","Y","scientificName"
"Greta morgane",706447.818473754,-2487544.94051098,"Greta morgane"
"Esthemopsis pherephatte",706447.818473754,-2487544.94051098,"Esthemopsis pherephatte"
"Halotus jonaveriorum",706447.818473754,-2487544.94051098,"Halotus jonaveriorum"
"Hamadryas julitta",706447.818473754,-2487544.94051098,"Hamadryas julitta"
"Godyris zavaleta",706447.818473754,-2487544.94051098,"Godyris zavaleta"
"Gorgythion begga",706447.818473754,-2487544.94051098,"Gorgythion begga"
"Gorgythion vox",706447.818473754,-2487544.94051098,"Gorgythion vox"
"Greta morgane",706447.818473754,-2487544.94051098,"Greta morgane"
"Halotus rica",706447.818473754,-2487544.94051098,"Halotus rica"
"Hamadryas amphinome",706447.818473754,-2487544.94051098,"Hamadryas amphinome"
"Hamadryas atlantis",706447.818473754,-2487544.94051098,"Hamadryas atlantis"
"Hamadryas februa",706447.818473754,-2487544.94051098,"Hamadryas februa"
"Hamadryas feronia",706447.818473754,-2487544.94051098,"Hamadryas feronia"
"Hamadryas fornax",706447.818473754,-2487544.94051098,"Hamadryas fornax"
"Hamadryas glauconome",706447.818473754,-2487544.94051098,"Hamadryas glauconome"
"Hamadryas guatemalena",706447.818473754,-2487544.94051098,"Hamadryas guatemalena"
"Hamadryas iphthime",706447.818473754,-2487544.94051098,"Hamadryas iphthime"
"Hamadryas laodamia",706447.818473754,-2487544.94051098,"Hamadryas laodamia"
"Helias cama",706447.818473754,-2487544.94051098,"Helias cama"
"Heliconius charithonia",706447.818473754,-2487544.94051098,"Heliconius charithonia"
"Heliconius cydno",706447.818473754,-2487544.94051098,"Heliconius cydno"
"Kolana lyde",706447.818473754,-2487544.94051098,"Kolana lyde"
"Evenus batesii",706447.818473754,-2487544.94051098,"Evenus batesii"
"Evenus coronata",706447.818473754,-2487544.94051098,"Evenus coronata"
"Evenus regalis",706447.818473754,-2487544.94051098,"Evenus regalis"
"Heliconius ismenius",706447.818473754,-2487544.94051098,"Heliconius ismenius"
"Heliconius sapho",706447.818473754,-2487544.94051098,"Heliconius sapho"
"Heliconius sara",706447.818473754,-2487544.94051098,"Heliconius sara"
"Heliopetes alana",706447.818473754,-2487544.94051098,"Heliopetes alana"
"Heliopetes arsalte",706447.818473754,-2487544.94051098,"Heliopetes arsalte"
"Heliopyrgus domicella",706447.818473754,-2487544.94051098,"Heliopyrgus domicella"
"Heliopetes laviana",706447.818473754,-2487544.94051098,"Heliopetes laviana"
"Heliopetes macaira",706447.818473754,-2487544.94051098,"Heliopetes macaira"
"Hyphilaria thasus",706447.818473754,-2487544.94051098,"Hyphilaria thasus"
"Hypna clytemnestra",706447.818473754,-2487544.94051098,"Hypna clytemnestra"
"Hypoleria lavinia",706447.818473754,-2487544.94051098,"Hypoleria lavinia"
"Hypophylla sudias",706447.818473754,-2487544.94051098,"Hypophylla sudias"
"Hypophylla zeurippa",706447.818473754,-2487544.94051098,"Hypophylla zeurippa"
"Hyposcada virginiana",706447.818473754,-2487544.94051098,"Hyposcada virginiana"
"Hypostrymon asa",706447.818473754,-2487544.94051098,"Hypostrymon asa"
"Hypothyris euclea",706447.818473754,-2487544.94051098,"Hypothyris euclea"
"Hypothyris lycaste",706447.818473754,-2487544.94051098,"Hypothyris lycaste"
"Panthiades ochus",706447.818473754,-2487544.94051098,"Panthiades ochus"
"Panthiades phaleros",706447.818473754,-2487544.94051098,"Panthiades phaleros"
"Papias dictys",706447.818473754,-2487544.94051098,"Papias dictys"
"Hemiargus hanno",706447.818473754,-2487544.94051098,"Hemiargus hanno"
"Juditha caucana",706447.818473754,-2487544.94051098,"Juditha caucana"
"Justinia phaetusa",706447.818473754,-2487544.94051098,"Justinia phaetusa"
"Kolana ligurina",706447.818473754,-2487544.94051098,"Kolana ligurina"
"Laothus oceia",706447.818473754,-2487544.94051098,"Laothus oceia"
"Laparus doris",706447.818473754,-2487544.94051098,"Laparus doris"
"Lasaia agesilas",706447.818473754,-2487544.94051098,"Lasaia agesilas"
"Arzecla tarpa",706447.818473754,-2487544.94051098,"Arzecla tarpa"
"Laothus barajo",706447.818473754,-2487544.94051098,"Laothus barajo"
"Manataria hercyna",706447.818473754,-2487544.94051098,"Manataria hercyna"
"Marpesia chiron",706447.818473754,-2487544.94051098,"Marpesia chiron"
"Marpesia zerynthia",706447.818473754,-2487544.94051098,"Marpesia zerynthia"
"Marpesia corita",706447.818473754,-2487544.94051098,"Marpesia corita"
"Marpesia harmonia",706447.818473754,-2487544.94051098,"Marpesia harmonia"
"Marpesia petreus",706447.818473754,-2487544.94051098,"Marpesia petreus"
"Mechanitis lysimnia",706447.818473754,-2487544.94051098,"Mechanitis lysimnia"
"Mechanitis menapis",706447.818473754,-2487544.94051098,"Mechanitis menapis"
"Mechanitis polymnia",706447.818473754,-2487544.94051098,"Mechanitis polymnia"
"Lemonias caliginea",706447.818473754,-2487544.94051098,"Lemonias caliginea"
"Lycorea halia",706447.818473754,-2487544.94051098,"Lycorea halia"
"Lycorea ilione",706447.818473754,-2487544.94051098,"Lycorea ilione"
"Lymanopoda cinna",706447.818473754,-2487544.94051098,"Lymanopoda cinna"
"Lyropteryx lyra",706447.818473754,-2487544.94051098,"Lyropteryx lyra"
"Megathecla cupentus",706447.818473754,-2487544.94051098,"Megathecla cupentus"
"Microtia elva",706447.818473754,-2487544.94051098,"Microtia elva"
"Mictris crispus",706447.818473754,-2487544.94051098,"Mictris crispus"
"Nathalis iole",706447.818473754,-2487544.94051098,"Nathalis iole"
"Lasaia maria",706447.818473754,-2487544.94051098,"Lasaia maria"
"Lasaia sessilis",706447.818473754,-2487544.94051098,"Lasaia sessilis"
"Lasaia sula",706447.818473754,-2487544.94051098,"Lasaia sula"
"Lathecla latagus",706447.818473754,-2487544.94051098,"Lathecla latagus"
"Leptophobia aripa",706447.818473754,-2487544.94051098,"Leptophobia aripa"
"Leptotes cassius",706447.818473754,-2487544.94051098,"Leptotes cassius"
"Leptotes marina",706447.818473754,-2487544.94051098,"Leptotes marina"
"Lerema accius",706447.818473754,-2487544.94051098,"Lerema accius"
"Lerema liris",706447.818473754,-2487544.94051098,"Lerema liris"
"Lerema lumina",706447.818473754,-2487544.94051098,"Lerema lumina"
"Lerodea arabus",706447.818473754,-2487544.94051098,"Lerodea arabus"
"Lerodea arabus",706447.818473754,-2487544.94051098,"Lerodea arabus"
"Lerodea eufala",706447.818473754,-2487544.94051098,"Lerodea eufala"
"Leucochimona lepida",706447.818473754,-2487544.94051098,"Leucochimona lepida"
"Necyria duellona",706447.818473754,-2487544.94051098,"Necyria duellona"
"Rhinthon molion",706447.818473754,-2487544.94051098,"Rhinthon molion"
"Neoxeniades scipio",706447.818473754,-2487544.94051098,"Neoxeniades scipio"
"Magnastigma elsa",706447.818473754,-2487544.94051098,"Magnastigma elsa"
"Magneuptychia alcinoe",706447.818473754,-2487544.94051098,"Magneuptychia alcinoe"
"Magneuptychia libye",706447.818473754,-2487544.94051098,"Magneuptychia libye"
"Papias phaeomelas",706447.818473754,-2487544.94051098,"Papias phaeomelas"
"Papias phainis",706447.818473754,-2487544.94051098,"Papias phainis"
"Papias subcostulata",706447.818473754,-2487544.94051098,"Papias subcostulata"
"Heraclides anchisiades",706447.818473754,-2487544.94051098,"Heraclides anchisiades"
"Periplacis pretus",706447.818473754,-2487544.94051098,"Periplacis pretus"
"Mesene croceella",706447.818473754,-2487544.94051098,"Mesene croceella"
"Niconiades merenda",706447.818473754,-2487544.94051098,"Niconiades merenda"
"Niconiades nikko",706447.818473754,-2487544.94051098,"Niconiades nikko"
"Niconiades viridis",706447.818473754,-2487544.94051098,"Niconiades viridis"
"Nisoniades castolus",706447.818473754,-2487544.94051098,"Nisoniades castolus"
"Nisoniades ephora",706447.818473754,-2487544.94051098,"Nisoniades ephora"
"Ocaria arpoxais",706447.818473754,-2487544.94051098,"Ocaria arpoxais"
"Melanopyge mulleri",706447.818473754,-2487544.94051098,"Melanopyge mulleri"
"Micandra tongida",706447.818473754,-2487544.94051098,"Micandra tongida"
"Michaelus hecate",706447.818473754,-2487544.94051098,"Michaelus hecate"
"Michaelus ira",706447.818473754,-2487544.94051098,"Michaelus ira"
"Michaelus jebus",706447.818473754,-2487544.94051098,"Michaelus jebus"
"Nymphalis cyanomelas",706447.818473754,-2487544.94051098,"Nymphalis cyanomelas"
"Nymphidium cachrus",706447.818473754,-2487544.94051098,"Nymphidium cachrus"
"Mesosemia gemina",706447.818473754,-2487544.94051098,"Mesosemia gemina"
"Pterourus garamas",706447.818473754,-2487544.94051098,"Pterourus garamas"
"Pterourus multicaudata",706447.818473754,-2487544.94051098,"Pterourus multicaudata"
"Oeonus pyste",706447.818473754,-2487544.94051098,"Oeonus pyste"
"Niconiades comitana",706447.818473754,-2487544.94051098,"Niconiades comitana"
"Heraclides rogeri",706447.818473754,-2487544.94051098,"Heraclides rogeri"
"Phanus rilma",706447.818473754,-2487544.94051098,"Phanus rilma"
"Pheles eulesca",706447.818473754,-2487544.94051098,"Pheles eulesca"
"Pheles melanchroia",706447.818473754,-2487544.94051098,"Pheles melanchroia"
"Nica flavilla",706447.818473754,-2487544.94051098,"Nica flavilla"
"Nicolaea dolium",706447.818473754,-2487544.94051098,"Nicolaea dolium"
"Nicolaea heraldica",706447.818473754,-2487544.94051098,"Nicolaea heraldica"
"Nicolaea ophia",706447.818473754,-2487544.94051098,"Nicolaea ophia"
"Papilio polyxenes",706447.818473754,-2487544.94051098,"Papilio polyxenes"
"Heraclides rogeri",706447.818473754,-2487544.94051098,"Heraclides rogeri"
"Heraclides thoas",706447.818473754,-2487544.94051098,"Heraclides thoas"
"Heraclides torquatus",706447.818473754,-2487544.94051098,"Heraclides torquatus"
"Pterourus menatius",706447.818473754,-2487544.94051098,"Pterourus menatius"
"Phanes aletes",706447.818473754,-2487544.94051098,"Phanes aletes"
"Phanes almoda",706447.818473754,-2487544.94051098,"Phanes almoda"
"Phanus albiapicalis",706447.818473754,-2487544.94051098,"Phanus albiapicalis"
"Phanus confusis",706447.818473754,-2487544.94051098,"Phanus confusis"
"Phanus marshalli",706447.818473754,-2487544.94051098,"Phanus marshalli"
"Phanus vitreus",706447.818473754,-2487544.94051098,"Phanus vitreus"
"Sostrata bifasciata",706447.818473754,-2487544.94051098,"Sostrata bifasciata"
"Spathilepia clonius",706447.818473754,-2487544.94051098,"Spathilepia clonius"
"Pheles strigosus",706447.818473754,-2487544.94051098,"Pheles strigosus"
"Strymon astiocha",706447.818473754,-2487544.94051098,"Strymon astiocha"
"Strymon bazochii",706447.818473754,-2487544.94051098,"Strymon bazochii"
"Amblyscirtes anubis",706447.818473754,-2487544.94051098,"Amblyscirtes anubis"
"Panoquina peraea",706447.818473754,-2487544.94051098,"Panoquina peraea"
"Ridens mephitis",706447.818473754,-2487544.94051098,"Ridens mephitis"
"Siderone galanthis",706447.818473754,-2487544.94051098,"Siderone galanthis"
"Siderus leucophaeus",706447.818473754,-2487544.94051098,"Siderus leucophaeus"
"Urbanus evona",706447.818473754,-2487544.94051098,"Urbanus evona"
"Polythrix kanshul",706447.818473754,-2487544.94051098,"Polythrix kanshul"
"Strymon bebrycia",706447.818473754,-2487544.94051098,"Strymon bebrycia"
"Perophthalma lasus",706447.818473754,-2487544.94051098,"Perophthalma lasus"
"Perrhybris pamela",706447.818473754,-2487544.94051098,"Perrhybris pamela"
"Pareuptychia metaleuca",706447.818473754,-2487544.94051098,"Pareuptychia metaleuca"
"Pareuptychia ocirrhoe",706447.818473754,-2487544.94051098,"Pareuptychia ocirrhoe"
"Parides childrenae",706447.818473754,-2487544.94051098,"Parides childrenae"
"Parides erithalion",706447.818473754,-2487544.94051098,"Parides erithalion"
"Parides eurimedes",706447.818473754,-2487544.94051098,"Parides eurimedes"
"Parides iphidamas",706447.818473754,-2487544.94051098,"Parides iphidamas"
"Parides montezuma",706447.818473754,-2487544.94051098,"Parides montezuma"
"Parides panares",706447.818473754,-2487544.94051098,"Parides panares"
"Parides photinus",706447.818473754,-2487544.94051098,"Parides photinus"
"Parides sesostris",706447.818473754,-2487544.94051098,"Parides sesostris"
"Parphorus decora",706447.818473754,-2487544.94051098,"Parphorus decora"
"Parphorus storax",706447.818473754,-2487544.94051098,"Parphorus storax"
"Parrhasius moctezuma",706447.818473754,-2487544.94051098,"Parrhasius moctezuma"
"Parrhasius orgia",706447.818473754,-2487544.94051098,"Parrhasius orgia"
"Anastrus meliboea",706447.818473754,-2487544.94051098,"Anastrus meliboea"
"Anastrus neaeris",706447.818473754,-2487544.94051098,"Anastrus neaeris"
"Anastrus sempiternus",706447.818473754,-2487544.94051098,"Anastrus sempiternus"
"Pellicia angra",706447.818473754,-2487544.94051098,"Pellicia angra"
"Pheraeus covadonga",706447.818473754,-2487544.94051098,"Pheraeus covadonga"
"Pellicia arina",706447.818473754,-2487544.94051098,"Pellicia arina"
"Pellicia dimidiata",706447.818473754,-2487544.94051098,"Pellicia dimidiata"
"Pereute charops",706447.818473754,-2487544.94051098,"Pereute charops"
"Perichares lotus",706447.818473754,-2487544.94051098,"Perichares lotus"
"Perichares philetes",706447.818473754,-2487544.94051098,"Perichares philetes"
"Periplacis glaucoma",706447.818473754,-2487544.94051098,"Periplacis glaucoma"
"Philaethria diatonica",706447.818473754,-2487544.94051098,"Philaethria diatonica"
"Phocides belus",706447.818473754,-2487544.94051098,"Phocides belus"
"Phocides pigmalion",706447.818473754,-2487544.94051098,"Phocides pigmalion"
"Phocides polybius",706447.818473754,-2487544.94051098,"Phocides polybius"
"Piruna brunnea",706447.818473754,-2487544.94051098,"Piruna brunnea"
"Urbanus tanna",706447.818473754,-2487544.94051098,"Urbanus tanna"
"Urbanus teleus",706447.818473754,-2487544.94051098,"Urbanus teleus"
"Ridens crison",706447.818473754,-2487544.94051098,"Ridens crison"
"Strymon megarus",706447.818473754,-2487544.94051098,"Strymon megarus"
"Strymon melinus",706447.818473754,-2487544.94051098,"Strymon melinus"
"Strymon mulucha",706447.818473754,-2487544.94051098,"Strymon mulucha"
"Strymon serapio",706447.818473754,-2487544.94051098,"Strymon serapio"
"Strymon yojoa",706447.818473754,-2487544.94051098,"Strymon yojoa"
"Strymon ziba",706447.818473754,-2487544.94051098,"Strymon ziba"
"Strymon rufofusca",706447.818473754,-2487544.94051098,"Strymon rufofusca"
"Sucova sucova",706447.818473754,-2487544.94051098,"Sucova sucova"
"Symmachia accusatrix",706447.818473754,-2487544.94051098,"Symmachia accusatrix"
"Symmachia probetor",706447.818473754,-2487544.94051098,"Symmachia probetor"
"Symmachia rubina",706447.818473754,-2487544.94051098,"Symmachia rubina"
"Anastrus tolimus",706447.818473754,-2487544.94051098,"Anastrus tolimus"
"Talides alternata",706447.818473754,-2487544.94051098,"Talides alternata"
"Talides cantra",706447.818473754,-2487544.94051098,"Talides cantra"
"Talides sergestus",706447.818473754,-2487544.94051098,"Talides sergestus"
"Taygetina kerea",706447.818473754,-2487544.94051098,"Taygetina kerea"
"Taygetis mermeria",706447.818473754,-2487544.94051098,"Taygetis mermeria"
"Strephonota ericeta",706447.818473754,-2487544.94051098,"Strephonota ericeta"
"Strephonota syedra",706447.818473754,-2487544.94051098,"Strephonota syedra"
"Strymon albata",706447.818473754,-2487544.94051098,"Strymon albata"
"Strymon alea",706447.818473754,-2487544.94051098,"Strymon alea"
"Taygetis sosis",706447.818473754,-2487544.94051098,"Taygetis sosis"
"Pseudodebis zimri",706447.818473754,-2487544.94051098,"Pseudodebis zimri"
"Poanes inimica",706447.818473754,-2487544.94051098,"Poanes inimica"
"Polythrix octomaculata",706447.818473754,-2487544.94051098,"Polythrix octomaculata"
"Pompeius dares",706447.818473754,-2487544.94051098,"Pompeius dares"
"Pompeius pompeius",706447.818473754,-2487544.94051098,"Pompeius pompeius"
"Pontia protodice",706447.818473754,-2487544.94051098,"Pontia protodice"
"Eburuncus unifasciata",706447.818473754,-2487544.94051098,"Eburuncus unifasciata"
"Prepona deiphile",706447.818473754,-2487544.94051098,"Prepona deiphile"
"Pteronymia artena",706447.818473754,-2487544.94051098,"Pteronymia artena"
"Quadrus contubernalis",706447.818473754,-2487544.94051098,"Quadrus contubernalis"
"Pyrrhopyge crida",706447.818473754,-2487544.94051098,"Pyrrhopyge crida"
"Melanopyge erythrosticta",706447.818473754,-2487544.94051098,"Melanopyge erythrosticta"
"Melanopyge hoffmanni",706447.818473754,-2487544.94051098,"Melanopyge hoffmanni"
"Pseudolycaena damo",706447.818473754,-2487544.94051098,"Pseudolycaena damo"
"Urbanus procne",706447.818473754,-2487544.94051098,"Urbanus procne"
"Polygonus savigny",706447.818473754,-2487544.94051098,"Polygonus savigny"
"Quasimellana eulogius",706447.818473754,-2487544.94051098,"Quasimellana eulogius"
"Poanes niveolimbus",706447.818473754,-2487544.94051098,"Poanes niveolimbus"
"Pseudomaniola gigas",706447.818473754,-2487544.94051098,"Pseudomaniola gigas"
"Pseudonymphidia agave",706447.818473754,-2487544.94051098,"Pseudonymphidia agave"
"Pseudonymphidia clearista",706447.818473754,-2487544.94051098,"Pseudonymphidia clearista"
"Quadrus francesius",706447.818473754,-2487544.94051098,"Quadrus francesius"
"Quadrus lugubris",706447.818473754,-2487544.94051098,"Quadrus lugubris"
"Quasimellana andersoni",706447.818473754,-2487544.94051098,"Quasimellana andersoni"
"Quasimellana aurora",706447.818473754,-2487544.94051098,"Quasimellana aurora"
"Quadrus contubernalis",706447.818473754,-2487544.94051098,"Quadrus contubernalis"
"Taygetis thamyra",706447.818473754,-2487544.94051098,"Taygetis thamyra"
"Taygetis uncinata",706447.818473754,-2487544.94051098,"Taygetis uncinata"
"Poanes zabulon",706447.818473754,-2487544.94051098,"Poanes zabulon"
"Polites subreticulata",706447.818473754,-2487544.94051098,"Polites subreticulata"
"Polites vibex",706447.818473754,-2487544.94051098,"Polites vibex"
"Polyctor cleta",706447.818473754,-2487544.94051098,"Polyctor cleta"
"Polyctor enops",706447.818473754,-2487544.94051098,"Polyctor enops"
"Rekoa zebina",706447.818473754,-2487544.94051098,"Rekoa zebina"
"Remella duena",706447.818473754,-2487544.94051098,"Remella duena"
"Remella remus",706447.818473754,-2487544.94051098,"Remella remus"
"Remella rita",706447.818473754,-2487544.94051098,"Remella rita"
"Remella vopiscus",706447.818473754,-2487544.94051098,"Remella vopiscus"
"Staphylus veytius",706447.818473754,-2487544.94051098,"Staphylus veytius"
"Staphylus vincula",706447.818473754,-2487544.94051098,"Staphylus vincula"
"Staphylus vulgata",706447.818473754,-2487544.94051098,"Staphylus vulgata"
"Strephonota ambrax",706447.818473754,-2487544.94051098,"Strephonota ambrax"
"Memphis moruus",706447.818473754,-2487544.94051098,"Memphis moruus"
"Taygetis uzza",706447.818473754,-2487544.94051098,"Taygetis uzza"
"Satyrotaygetis satyrina",706447.818473754,-2487544.94051098,"Satyrotaygetis satyrina"
"Semonina semones",706447.818473754,-2487544.94051098,"Semonina semones"
"Setabis lagus",706447.818473754,-2487544.94051098,"Setabis lagus"
"Thoon modius",706447.818473754,-2487544.94051098,"Thoon modius"
"Thorybes mexicana",706447.818473754,-2487544.94051098,"Thorybes mexicana"
"Thracides phidon",706447.818473754,-2487544.94051098,"Thracides phidon"
"Pythonides grandis",706447.818473754,-2487544.94051098,"Pythonides grandis"
"Pythonides jovianus",706447.818473754,-2487544.94051098,"Pythonides jovianus"
"Pythonides proxenus",706447.818473754,-2487544.94051098,"Pythonides proxenus"
"Pythonides pteras",706447.818473754,-2487544.94051098,"Pythonides pteras"
"Quadrus cerialis",706447.818473754,-2487544.94051098,"Quadrus cerialis"
"Saliana antoninus",706447.818473754,-2487544.94051098,"Saliana antoninus"
"Saliana esperi",706447.818473754,-2487544.94051098,"Saliana esperi"
"Saliana fusta",706447.818473754,-2487544.94051098,"Saliana fusta"
"Saliana hewitsoni",706447.818473754,-2487544.94051098,"Saliana hewitsoni"
"Saliana longirostris",706447.818473754,-2487544.94051098,"Saliana longirostris"
"Saliana saladin",706447.818473754,-2487544.94051098,"Saliana saladin"
"Saliana salius",706447.818473754,-2487544.94051098,"Saliana salius"
"Quasimellana mexicana",706447.818473754,-2487544.94051098,"Quasimellana mexicana"
"Theope pieridoides",706447.818473754,-2487544.94051098,"Theope pieridoides"
"Theope pseudopedias",706447.818473754,-2487544.94051098,"Theope pseudopedias"
"Archaeoprepona phaedra",706447.818473754,-2487544.94051098,"Archaeoprepona phaedra"
"Archonias brassolis",706447.818473754,-2487544.94051098,"Archonias brassolis"
"Calliades zeutus",706447.818473754,-2487544.94051098,"Calliades zeutus"
"Callicore astarte",706447.818473754,-2487544.94051098,"Callicore astarte"
"Callicore lyca",706447.818473754,-2487544.94051098,"Callicore lyca"
"Memphis perenna",706447.818473754,-2487544.94051098,"Memphis perenna"
"Memphis philumena",706447.818473754,-2487544.94051098,"Memphis philumena"
"Memphis pithyusa",706447.818473754,-2487544.94051098,"Memphis pithyusa"
"Lasaia meris",706447.818473754,-2487544.94051098,"Lasaia meris"
"Amblyscirtes florus",706447.818473754,-2487544.94051098,"Amblyscirtes florus"
"Rhetus arcius",706447.818473754,-2487544.94051098,"Rhetus arcius"
"Rhetus periander",706447.818473754,-2487544.94051098,"Rhetus periander"
"Rhinthon osca",706447.818473754,-2487544.94051098,"Rhinthon osca"
"Ridens allyni",706447.818473754,-2487544.94051098,"Ridens allyni"
"Splendeuptychia kendalli",706447.818473754,-2487544.94051098,"Splendeuptychia kendalli"
"Staphylus tierra",706447.818473754,-2487544.94051098,"Staphylus tierra"
"Taygetina weymeri",706447.818473754,-2487544.94051098,"Taygetina weymeri"
"Telemiades choricus",706447.818473754,-2487544.94051098,"Telemiades choricus"
"Anteos maerula",706447.818473754,-2487544.94051098,"Anteos maerula"
"Staphylus ascalaphus",706447.818473754,-2487544.94051098,"Staphylus ascalaphus"
"Staphylus azteca",706447.818473754,-2487544.94051098,"Staphylus azteca"
"Taygetis virgilia",706447.818473754,-2487544.94051098,"Taygetis virgilia"
"Tegosa anieta",706447.818473754,-2487544.94051098,"Tegosa anieta"
"Tegosa guatemalena",706447.818473754,-2487544.94051098,"Tegosa guatemalena"
"Tegosa nigrella",706447.818473754,-2487544.94051098,"Tegosa nigrella"
"Telemiades amphion",706447.818473754,-2487544.94051098,"Telemiades amphion"
"Vehilius stictomenes",706447.818473754,-2487544.94051098,"Vehilius stictomenes"
"Pterourus menatius",706447.818473754,-2487544.94051098,"Pterourus menatius"
"Vettius onaca",706447.818473754,-2487544.94051098,"Vettius onaca"
"Vettius tertianus",706447.818473754,-2487544.94051098,"Vettius tertianus"
"Vidius perigenes",706447.818473754,-2487544.94051098,"Vidius perigenes"
"Thespieus macareus",706447.818473754,-2487544.94051098,"Thespieus macareus"
"Thisbe lycorias",706447.818473754,-2487544.94051098,"Thisbe lycorias"
"Adelpha pithys",706447.818473754,-2487544.94051098,"Adelpha pithys"
"Vettius argentus",706447.818473754,-2487544.94051098,"Vettius argentus"
"Vettius coryna",706447.818473754,-2487544.94051098,"Vettius coryna"
"Vettius fantasos",706447.818473754,-2487544.94051098,"Vettius fantasos"
"Vettius lafrenaye",706447.818473754,-2487544.94051098,"Vettius lafrenaye"
"Decinea mustea",706447.818473754,-2487544.94051098,"Decinea mustea"
"Codatractus uvydixa",706447.818473754,-2487544.94051098,"Codatractus uvydixa"
"Codatractus yucatanus",706447.818473754,-2487544.94051098,"Codatractus yucatanus"
"Bungalotis milleri",706447.818473754,-2487544.94051098,"Bungalotis milleri"
"Diaethria bacchis",706447.818473754,-2487544.94051098,"Diaethria bacchis"
"Memphis proserpina",706447.818473754,-2487544.94051098,"Memphis proserpina"
"Anteros chrysoprasta",706447.818473754,-2487544.94051098,"Anteros chrysoprasta"
"Anteros formosus",706447.818473754,-2487544.94051098,"Anteros formosus"
"Caria stillaticia",706447.818473754,-2487544.94051098,"Caria stillaticia"
"Cyllopsis diazi",706447.818473754,-2487544.94051098,"Cyllopsis diazi"
"Anteros carausius",706447.818473754,-2487544.94051098,"Anteros carausius"
"Euphyes chamuli",706447.818473754,-2487544.94051098,"Euphyes chamuli"
"Anthoptus epictetus",706447.818473754,-2487544.94051098,"Anthoptus epictetus"
"Ithomia leila",706447.818473754,-2487544.94051098,"Ithomia leila"
"Astraptes creteus",706447.818473754,-2487544.94051098,"Astraptes creteus"
"Astraptes egregius",706447.818473754,-2487544.94051098,"Astraptes egregius"
"Astraptes megalurus",706447.818473754,-2487544.94051098,"Astraptes megalurus"
"Astraptes phalaecus",706447.818473754,-2487544.94051098,"Astraptes phalaecus"
"Anthoptus insignis",706447.818473754,-2487544.94051098,"Anthoptus insignis"
"Calociasma nycteus",706447.818473754,-2487544.94051098,"Calociasma nycteus"
"Paramacera xicaque",706447.818473754,-2487544.94051098,"Paramacera xicaque"
"Calospila pelarge",706447.818473754,-2487544.94051098,"Calospila pelarge"
"Calpodes ethlius",706447.818473754,-2487544.94051098,"Calpodes ethlius"
"Calycopis atnius",706447.818473754,-2487544.94051098,"Calycopis atnius"
"Autochton zarex",706447.818473754,-2487544.94051098,"Autochton zarex"
"Calephelis azteca",706447.818473754,-2487544.94051098,"Calephelis azteca"
"Calephelis yucatana",706447.818473754,-2487544.94051098,"Calephelis yucatana"
"Calicosama lilina",706447.818473754,-2487544.94051098,"Calicosama lilina"
"Brangas neora",706447.818473754,-2487544.94051098,"Brangas neora"
"Fountainea glycerium",706447.818473754,-2487544.94051098,"Fountainea glycerium"
"Fountainea halice",706447.818473754,-2487544.94051098,"Fountainea halice"
"Memphis hedemanni",706447.818473754,-2487544.94051098,"Memphis hedemanni"
"Memphis herbacea",706447.818473754,-2487544.94051098,"Memphis herbacea"
"Memphis mora",706447.818473754,-2487544.94051098,"Memphis mora"
"Memphis neidhoeferi",706447.818473754,-2487544.94051098,"Memphis neidhoeferi"
"Fountainea nobilis",706447.818473754,-2487544.94051098,"Fountainea nobilis"
"Memphis oenomais",706447.818473754,-2487544.94051098,"Memphis oenomais"
"Pythonides rosa",706447.818473754,-2487544.94051098,"Pythonides rosa"
"Buzyges benito",706447.818473754,-2487544.94051098,"Buzyges benito"
"Antigonus corrosus",706447.818473754,-2487544.94051098,"Antigonus corrosus"
"Antigonus erosus",706447.818473754,-2487544.94051098,"Antigonus erosus"
"Jonaspyge tzotzili",706447.818473754,-2487544.94051098,"Jonaspyge tzotzili"
"Antigonus nearchus",706447.818473754,-2487544.94051098,"Antigonus nearchus"
"Antirrhea philoctetes",706447.818473754,-2487544.94051098,"Antirrhea philoctetes"
"Calephelis fulmen",706447.818473754,-2487544.94051098,"Calephelis fulmen"
"Stallingsia jacki",706447.818473754,-2487544.94051098,"Stallingsia jacki"
"Enantia mazai",706447.818473754,-2487544.94051098,"Enantia mazai"
"Calephelis laverna",706447.818473754,-2487544.94051098,"Calephelis laverna"
"Calephelis matheri",706447.818473754,-2487544.94051098,"Calephelis matheri"
"Urbanus viridis",706447.818473754,-2487544.94051098,"Urbanus viridis"
"Typhedanus salas",706447.818473754,-2487544.94051098,"Typhedanus salas"
"Fountainea ryphea",706447.818473754,-2487544.94051098,"Fountainea ryphea"
"Adelpha diocles",706447.818473754,-2487544.94051098,"Adelpha diocles"
"Memphis arginussa",706447.818473754,-2487544.94051098,"Memphis arginussa"
"Adelpha cytherea",706447.818473754,-2487544.94051098,"Adelpha cytherea"
"Apodemia walkeri",706447.818473754,-2487544.94051098,"Apodemia walkeri"
"Anatrytone mazai",706447.818473754,-2487544.94051098,"Anatrytone mazai"
"Anatrytone mella",706447.818473754,-2487544.94051098,"Anatrytone mella"
"Anatrytone potosiensis",706447.818473754,-2487544.94051098,"Anatrytone potosiensis"
"Ancyloxypha arene",706447.818473754,-2487544.94051098,"Ancyloxypha arene"
"Ancyluris inca",706447.818473754,-2487544.94051098,"Ancyluris inca"
